year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir
2010,12,12,4,102.0,-11.0,-5.0,1015.0,NW,0.89,0.0,0.0
2011,5,6,12,34.0,-5.0,24.0,1003.0,NW,29.95,0.0,0.0
2011,11,18,17,70.0,6.0,11.0,1014.0,SE,11.63,0.0,0.0
2011,6,15,18,142.0,15.0,28.0,1001.0,SE,42.91,0.0,1.0
2012,2,5,14,116.0,-14.0,3.0,1017.0,cv,1.79,0.0,0.0
2012,6,13,20,60.0,17.0,20.0,1000.0,NE,4.92,0.0,1.0
2011,9,28,21,373.0,17.0,18.0,1014.0,cv,0.89,0.0,0.0
2013,9,13,3,60.0,16.0,18.0,1008.0,SE,3.58,0.0,0.0
2014,8,13,0,23.0,18.0,22.0,1008.0,SE,5.81,0.0,1.0
2012,2,3,21,147.0,-21.0,-6.0,1025.0,cv,1.78,0.0,0.0
2013,10,8,6,55.0,7.0,13.0,1023.0,cv,1.78,0.0,0.0
2011,11,3,5,59.0,7.0,9.0,1027.0,SE,0.89,0.0,0.0
2011,5,18,5,213.0,14.0,18.0,998.0,cv,1.78,0.0,0.0
2013,8,25,8,26.0,17.0,26.0,1009.0,cv,0.89,0.0,0.0
2014,8,22,0,22.0,17.0,24.0,1008.0,NW,9.84,0.0,0.0
2011,11,18,20,77.0,5.0,8.0,1017.0,SE,25.49,0.0,0.0
2014,1,27,15,167.0,-12.0,7.0,1016.0,NW,30.86,0.0,0.0
2011,2,15,8,117.0,-14.0,-11.0,1029.0,NE,1.78,0.0,0.0
2010,6,11,10,74.0,15.0,23.0,1012.0,SE,1.79,0.0,0.0
2012,7,27,21,108.0,25.0,27.0,1006.0,SE,1.79,0.0,0.0
2012,10,11,21,168.0,7.0,13.0,1013.0,SE,0.89,0.0,0.0
2014,8,29,16,85.0,18.0,27.0,1015.0,cv,1.78,0.0,0.0
2011,2,27,11,35.0,-3.0,-2.0,1030.0,NE,25.03,6.0,0.0
2010,4,14,16,50.0,-16.0,13.0,1022.0,cv,3.13,0.0,0.0
2011,8,11,8,61.0,24.0,27.0,1007.0,cv,0.89,0.0,0.0
2013,7,11,11,36.0,21.0,27.0,1006.0,NW,63.93,0.0,0.0
2013,3,7,9,327.0,-2.0,7.0,1013.0,cv,0.89,0.0,0.0
2010,11,30,1,267.0,-4.0,-3.0,1020.0,NW,9.39,0.0,0.0
2012,8,22,5,13.0,12.0,15.0,1017.0,NE,1.79,0.0,0.0
2010,6,18,1,34.0,17.0,19.0,1003.0,NW,8.05,0.0,0.0
2012,11,1,0,124.0,0.0,2.0,1019.0,NE,2.68,0.0,0.0
2014,10,26,7,16.0,-2.0,14.0,1022.0,NE,7.15,0.0,0.0
2011,11,15,8,188.0,-3.0,0.0,1029.0,NW,3.58,0.0,0.0
2014,5,26,13,23.0,3.0,34.0,998.0,SE,23.69,0.0,0.0
2012,9,7,17,32.0,17.0,23.0,1015.0,SE,20.11,0.0,0.0
2014,4,20,8,87.0,5.0,13.0,1018.0,NW,12.07,0.0,0.0
2011,8,25,14,98.0,20.0,22.0,1014.0,NW,4.92,0.0,2.0
2014,8,10,3,24.0,18.0,20.0,1004.0,cv,0.89,0.0,0.0
2012,3,18,23,68.0,-3.0,3.0,1028.0,cv,0.89,0.0,0.0
2011,2,24,4,397.0,-5.0,-3.0,1018.0,NW,32.18,0.0,0.0
2011,9,9,5,26.0,15.0,16.0,1019.0,NW,8.94,0.0,0.0
2013,3,18,9,13.0,-18.0,7.0,1009.0,NW,80.01,0.0,0.0
2012,10,7,22,176.0,13.0,15.0,1021.0,cv,0.89,0.0,0.0
2010,1,23,10,23.0,-17.0,-1.0,1031.0,NW,38.9,0.0,0.0
2010,10,31,20,98.0,2.0,8.0,1023.0,cv,2.67,0.0,0.0
2012,7,22,10,10.0,18.0,30.0,999.0,NW,14.75,0.0,0.0
2010,8,21,13,38.0,19.0,21.0,1011.0,NW,27.72,0.0,8.0
2014,10,20,17,239.0,13.0,17.0,1018.0,SE,20.12,0.0,0.0
2014,1,1,19,43.0,-16.0,9.0,1016.0,SE,1.79,0.0,0.0
2011,4,4,15,211.0,-9.0,22.0,1021.0,SE,15.19,0.0,0.0
2010,11,21,15,8.0,-13.0,9.0,1017.0,NW,114.88,0.0,0.0
2014,1,16,19,391.0,-7.0,-2.0,1029.0,SE,12.08,0.0,0.0
2011,3,5,15,133.0,-4.0,13.0,1014.0,SE,7.15,0.0,0.0
2010,2,26,0,52.0,-7.0,1.0,1020.0,SE,66.61,0.0,0.0
2011,7,5,2,86.0,19.0,28.0,1001.0,SE,40.22,0.0,0.0
2011,6,19,6,235.0,20.0,21.0,1008.0,SE,0.89,0.0,0.0
2011,2,7,9,110.0,-8.0,0.0,1017.0,SE,1.79,0.0,0.0
2013,10,26,5,36.0,-3.0,2.0,1024.0,NW,21.46,0.0,0.0
2013,8,8,7,22.0,19.0,25.0,1000.0,cv,1.78,0.0,0.0
2014,6,25,21,127.0,20.0,23.0,1004.0,SE,46.51,0.0,0.0
2012,10,23,10,50.0,4.0,13.0,1017.0,cv,1.78,0.0,0.0
2014,8,19,3,74.0,18.0,21.0,1012.0,NE,1.79,0.0,0.0
2012,10,4,18,19.0,2.0,22.0,1013.0,SE,3.13,0.0,0.0
2012,3,19,14,154.0,-3.0,5.0,1024.0,SE,4.92,0.0,0.0
2013,11,17,23,12.0,-15.0,4.0,1027.0,NW,121.15,0.0,0.0
2011,7,12,8,128.0,22.0,25.0,1009.0,SE,8.05,0.0,0.0
2013,8,1,2,31.0,19.0,21.0,1001.0,NE,1.79,0.0,0.0
2010,1,10,15,68.0,-13.0,-5.0,1030.0,NW,14.31,0.0,0.0
2010,11,18,14,304.0,2.0,9.0,1018.0,SE,4.92,0.0,0.0
2013,1,7,22,250.0,-14.0,-7.0,1027.0,cv,0.45,0.0,0.0
2011,7,24,23,19.0,24.0,24.0,1000.0,NW,4.92,0.0,11.0
2011,2,11,4,96.0,-5.0,-5.0,1027.0,NW,5.37,0.0,0.0
2010,8,18,8,312.0,23.0,26.0,1010.0,SE,90.32,0.0,0.0
2014,11,17,15,8.0,-12.0,12.0,1029.0,NW,28.62,0.0,0.0
2010,10,12,1,30.0,5.0,8.0,1024.0,cv,0.89,0.0,0.0
2012,1,30,6,91.0,-12.0,-7.0,1034.0,cv,0.45,2.0,0.0
2013,7,7,17,120.0,23.0,32.0,998.0,SE,25.47,0.0,0.0
2012,10,28,10,9.0,-4.0,13.0,1029.0,NE,25.02,0.0,0.0
2013,2,12,22,183.0,-8.0,0.0,1024.0,SE,40.23,0.0,0.0
2011,4,5,5,152.0,-5.0,5.0,1023.0,SE,64.36,0.0,0.0
2014,4,8,9,193.0,4.0,16.0,1016.0,cv,1.78,0.0,0.0
2013,11,1,12,189.0,3.0,11.0,1026.0,cv,2.67,0.0,0.0
2014,10,17,13,82.0,3.0,22.0,1015.0,cv,4.47,0.0,0.0
2012,10,18,4,90.0,2.0,3.0,1017.0,cv,0.9,0.0,0.0
2013,2,17,5,253.0,-3.0,-3.0,1017.0,SE,0.89,0.0,0.0
2012,6,11,2,30.0,6.0,21.0,999.0,NW,3.13,0.0,0.0
2014,7,14,8,19.0,16.0,27.0,1003.0,NE,3.13,0.0,0.0
2012,7,16,9,126.0,20.0,28.0,1009.0,cv,1.78,0.0,0.0
2014,9,6,23,151.0,19.0,24.0,1009.0,SE,33.98,0.0,0.0
2012,11,15,17,125.0,-8.0,5.0,1025.0,cv,0.89,0.0,0.0
2013,9,16,1,26.0,13.0,17.0,1013.0,cv,0.89,0.0,0.0
2013,10,24,15,22.0,-5.0,17.0,1025.0,NW,34.42,0.0,0.0
2012,3,4,10,121.0,-8.0,2.0,1024.0,NE,3.57,0.0,0.0
2011,8,25,8,117.0,21.0,23.0,1014.0,SE,1.79,0.0,0.0
2010,11,22,4,55.0,-10.0,-5.0,1021.0,cv,0.89,0.0,0.0
2011,11,2,3,34.0,5.0,6.0,1027.0,NW,43.8,0.0,0.0
2014,7,2,23,111.0,21.0,23.0,1003.0,cv,1.78,0.0,0.0
2011,11,20,10,30.0,-11.0,3.0,1032.0,NW,12.08,0.0,0.0
2013,5,25,16,83.0,11.0,30.0,1008.0,SE,14.3,0.0,0.0
2010,1,2,18,170.0,-8.0,-5.0,1027.0,SE,42.46,0.0,0.0
2010,8,24,22,45.0,17.0,21.0,1015.0,cv,0.89,0.0,0.0
2011,11,30,4,238.0,-7.0,-3.0,1037.0,NW,0.89,0.0,0.0
2013,2,14,16,18.0,-23.0,3.0,1026.0,cv,0.89,0.0,0.0
2014,3,25,22,157.0,4.0,14.0,1009.0,cv,0.89,0.0,0.0
2010,7,19,12,270.0,24.0,27.0,1007.0,SE,65.73,0.0,0.0
2010,2,12,1,22.0,-22.0,-6.0,1038.0,NE,14.75,0.0,0.0
2010,2,27,3,29.0,-13.0,-1.0,1021.0,SE,44.22,0.0,0.0
2012,11,10,7,112.0,4.0,6.0,1024.0,NE,1.79,0.0,0.0
2014,1,8,2,9.0,-21.0,-4.0,1033.0,NW,34.41,0.0,0.0
2012,6,24,3,238.0,21.0,23.0,1001.0,SE,4.92,0.0,0.0
2013,7,12,3,74.0,20.0,21.0,1005.0,SE,0.89,0.0,0.0
2013,6,5,12,161.0,17.0,19.0,1012.0,SE,8.95,0.0,0.0
2012,9,6,23,144.0,18.0,18.0,1017.0,cv,1.78,0.0,5.0
2011,11,23,0,6.0,-15.0,0.0,1029.0,NW,146.62,0.0,0.0
2010,8,2,14,65.0,14.0,31.0,1007.0,SE,1.79,0.0,0.0
2012,11,13,17,7.0,-18.0,5.0,1018.0,NW,232.88,0.0,0.0
2014,3,31,21,118.0,8.0,14.0,1015.0,SE,10.73,0.0,0.0
2010,7,25,22,150.0,23.0,29.0,1010.0,SE,38.45,0.0,0.0
2012,9,2,11,9.0,18.0,20.0,1009.0,NW,55.43,0.0,14.0
2011,6,21,6,176.0,19.0,24.0,1004.0,SE,47.84,0.0,0.0
2014,8,11,14,11.0,11.0,33.0,1003.0,NE,4.02,0.0,0.0
2012,6,17,2,58.0,17.0,19.0,1004.0,NW,3.13,0.0,0.0
2011,4,29,20,170.0,13.0,15.0,1000.0,SE,34.43,0.0,0.0
2014,7,17,19,150.0,23.0,28.0,1006.0,cv,2.67,0.0,0.0
2010,10,27,1,42.0,-4.0,-2.0,1034.0,cv,0.89,0.0,0.0
2012,8,16,11,78.0,22.0,29.0,1012.0,cv,1.78,0.0,0.0
2012,1,25,8,48.0,-21.0,-15.0,1025.0,cv,1.78,0.0,0.0
2011,4,4,14,171.0,-9.0,21.0,1022.0,SE,11.17,0.0,0.0
2013,4,26,8,70.0,-2.0,14.0,1013.0,cv,3.56,0.0,0.0
2012,12,18,20,78.0,-14.0,-5.0,1033.0,SE,1.79,0.0,0.0
2010,4,25,17,22.0,7.0,11.0,1013.0,NW,16.98,0.0,1.0
2013,8,28,17,74.0,20.0,25.0,998.0,cv,5.34,0.0,0.0
2012,3,13,2,123.0,-11.0,-2.0,1023.0,SE,7.16,0.0,0.0
2011,5,7,23,50.0,5.0,19.0,1011.0,SE,29.06,0.0,0.0
2012,1,7,12,132.0,-6.0,-5.0,1038.0,NE,3.58,13.0,0.0
2012,5,30,0,11.0,9.0,16.0,1014.0,NE,15.19,0.0,0.0
2010,12,23,12,24.0,-26.0,-6.0,1037.0,NW,94.33,0.0,0.0
2011,11,7,6,32.0,0.0,3.0,1028.0,NW,14.76,0.0,0.0
2013,12,4,21,175.0,-9.0,3.0,1020.0,cv,1.34,0.0,0.0
2013,4,14,14,45.0,-6.0,16.0,1009.0,SE,11.17,0.0,0.0
2011,2,5,19,169.0,-10.0,-4.0,1014.0,NW,4.92,0.0,0.0
2011,9,17,2,24.0,12.0,16.0,1018.0,cv,1.78,0.0,6.0
2014,3,5,18,39.0,-22.0,7.0,1024.0,SE,43.8,0.0,0.0
2011,2,3,17,100.0,-20.0,5.0,1018.0,SE,12.07,0.0,0.0
2014,3,15,22,189.0,-6.0,14.0,1013.0,SE,23.7,0.0,0.0
2012,9,20,14,123.0,16.0,27.0,1012.0,SE,1.79,0.0,0.0
2010,1,3,10,78.0,-11.0,-9.0,1023.0,SE,97.88,15.0,0.0
2014,11,20,9,299.0,-1.0,1.0,1018.0,cv,2.67,0.0,0.0
2010,11,19,23,371.0,0.0,2.0,1012.0,NW,1.79,0.0,0.0
2010,7,4,7,127.0,21.0,28.0,1001.0,cv,0.89,0.0,0.0
2011,4,17,16,44.0,-8.0,17.0,1013.0,NW,130.06,0.0,0.0
2011,9,8,1,69.0,18.0,20.0,1009.0,NW,5.81,0.0,0.0
2012,2,9,19,66.0,-20.0,0.0,1024.0,SE,28.61,0.0,0.0
2013,9,8,23,46.0,15.0,20.0,1015.0,cv,0.89,0.0,0.0
2010,2,24,15,298.0,-2.0,11.0,1002.0,cv,0.89,0.0,0.0
2014,1,15,13,51.0,-22.0,5.0,1030.0,cv,2.68,0.0,0.0
2011,7,29,20,56.0,23.0,24.0,1006.0,NW,18.33,0.0,12.0
2014,2,2,21,7.0,-34.0,2.0,1021.0,NE,14.75,0.0,0.0
2013,4,10,15,17.0,-12.0,12.0,1017.0,NW,167.18,0.0,0.0
2010,2,22,10,80.0,-8.0,0.0,1022.0,SE,23.25,0.0,0.0
2012,4,28,1,46.0,-13.0,14.0,1010.0,NE,8.04,0.0,0.0
2013,4,28,6,91.0,6.0,11.0,1010.0,SE,0.89,0.0,0.0
2013,8,21,20,73.0,17.0,25.0,1007.0,SE,28.17,0.0,0.0
2012,2,29,3,190.0,-8.0,-4.0,1021.0,NE,0.89,0.0,0.0
2013,12,28,4,14.0,-18.0,-4.0,1027.0,NW,24.58,0.0,0.0
2012,10,8,20,338.0,14.0,16.0,1016.0,cv,0.89,0.0,0.0
2010,12,2,20,21.0,-15.0,-1.0,1026.0,NW,4.02,0.0,0.0
2010,1,16,0,141.0,-15.0,-11.0,1036.0,cv,2.67,0.0,0.0
2014,9,25,20,147.0,17.0,19.0,1014.0,NE,0.89,0.0,0.0
2014,10,30,8,158.0,8.0,11.0,1024.0,cv,1.35,0.0,0.0
2012,11,21,23,350.0,-1.0,0.0,1019.0,cv,0.89,0.0,0.0
2013,6,17,22,52.0,16.0,27.0,1000.0,SE,22.8,0.0,0.0
2012,11,4,11,22.0,3.0,4.0,1011.0,NW,150.21,0.0,26.0
2011,10,21,21,298.0,11.0,11.0,1019.0,NE,0.89,0.0,0.0
2014,8,3,21,67.0,23.0,27.0,1002.0,SE,3.58,0.0,0.0
2012,11,28,9,13.0,-17.0,1.0,1023.0,NW,113.1,0.0,0.0
2011,4,12,18,88.0,-4.0,23.0,1009.0,SE,33.97,0.0,0.0
2012,11,26,20,44.0,-16.0,4.0,1019.0,SE,11.17,0.0,0.0
2013,10,6,23,210.0,13.0,15.0,1021.0,NW,0.89,0.0,0.0
2012,8,17,4,78.0,20.0,22.0,1009.0,SE,58.11,0.0,0.0
2011,7,30,22,62.0,23.0,26.0,1002.0,SE,21.01,0.0,0.0
2011,11,12,2,73.0,3.0,7.0,1016.0,NW,5.37,0.0,0.0
2011,4,12,16,73.0,-6.0,25.0,1009.0,SE,23.24,0.0,0.0
2011,6,26,14,16.0,15.0,30.0,1001.0,NE,13.86,0.0,0.0
2010,8,12,20,47.0,23.0,27.0,1000.0,SE,18.77,0.0,0.0
2013,2,20,0,77.0,-11.0,-4.0,1028.0,SE,41.14,0.0,0.0
2012,8,25,16,118.0,15.0,29.0,1010.0,SE,11.17,0.0,0.0
2010,5,19,17,21.0,-2.0,33.0,997.0,NW,47.83,0.0,0.0
2013,1,7,9,71.0,-15.0,-7.0,1026.0,NW,21.47,0.0,0.0
2013,3,27,6,171.0,4.0,6.0,1008.0,SE,25.94,0.0,0.0
2011,4,27,10,25.0,-4.0,18.0,1013.0,NE,10.73,0.0,0.0
2014,9,10,23,95.0,16.0,21.0,1015.0,SE,1.79,0.0,0.0
2014,4,11,9,46.0,-1.0,13.0,1021.0,NE,3.58,0.0,0.0
2010,10,28,19,48.0,0.0,13.0,1027.0,SE,14.3,0.0,0.0
2011,8,14,14,107.0,26.0,28.0,1002.0,SE,8.95,0.0,1.0
2012,12,18,5,17.0,-19.0,-10.0,1038.0,NW,4.02,0.0,0.0
2014,5,12,19,52.0,10.0,27.0,999.0,SE,50.07,0.0,0.0
2013,6,15,18,148.0,18.0,30.0,1005.0,SE,8.5,0.0,0.0
2011,9,11,14,58.0,14.0,22.0,1018.0,cv,6.26,0.0,0.0
2011,2,4,13,37.0,-11.0,7.0,1022.0,NE,8.04,0.0,0.0
2012,11,28,19,18.0,-13.0,-1.0,1023.0,NW,173.45,0.0,0.0
2011,11,9,6,22.0,-1.0,3.0,1027.0,NW,21.9,0.0,0.0
2010,6,10,9,42.0,16.0,20.0,1015.0,NW,15.2,0.0,0.0
2013,11,14,13,22.0,-15.0,14.0,1018.0,NW,31.74,0.0,0.0
2014,12,11,1,20.0,-16.0,-1.0,1033.0,NW,134.1,0.0,0.0
2014,9,18,11,78.0,10.0,23.0,1021.0,cv,0.89,0.0,0.0
2014,4,21,16,30.0,-2.0,25.0,1013.0,SE,14.75,0.0,0.0
2013,5,7,14,127.0,13.0,29.0,1014.0,SE,11.18,0.0,0.0
2010,9,8,6,129.0,15.0,17.0,1016.0,SE,0.89,0.0,0.0
2010,10,16,2,133.0,5.0,6.0,1015.0,NW,1.79,0.0,0.0
2013,8,13,12,76.0,22.0,30.0,1004.0,cv,4.45,0.0,0.0
2010,1,13,21,95.0,-19.0,-13.0,1027.0,cv,0.89,0.0,0.0
2014,2,27,10,13.0,-18.0,5.0,1032.0,NW,80.92,0.0,0.0
2012,1,1,5,38.0,-14.0,-4.0,1034.0,NE,10.73,0.0,0.0
2011,8,24,12,134.0,21.0,28.0,1012.0,SE,4.92,0.0,0.0
2010,3,10,8,111.0,-11.0,-4.0,1025.0,cv,1.78,0.0,0.0
2014,9,12,9,59.0,18.0,21.0,1016.0,SE,2.68,0.0,0.0
2011,9,25,6,231.0,11.0,12.0,1016.0,NE,0.89,0.0,0.0
2012,1,13,23,101.0,-13.0,-7.0,1026.0,NW,1.79,0.0,0.0
2011,3,12,2,253.0,-3.0,2.0,1011.0,SE,1.78,0.0,0.0
2014,10,18,8,111.0,7.0,11.0,1018.0,NW,8.5,0.0,0.0
2013,1,8,22,17.0,-23.0,-9.0,1033.0,NW,78.22,0.0,0.0
2014,2,17,19,66.0,-17.0,1.0,1034.0,SE,28.17,0.0,0.0
2011,6,18,8,227.0,21.0,24.0,1007.0,cv,1.34,0.0,0.0
2012,4,15,7,119.0,9.0,14.0,1006.0,NE,1.78,0.0,0.0
2011,1,18,20,28.0,-22.0,-5.0,1032.0,NW,88.95,0.0,0.0
2011,7,5,20,145.0,21.0,26.0,998.0,SE,0.89,0.0,0.0
2010,5,2,19,32.0,-4.0,25.0,1003.0,NW,38.0,0.0,0.0
2014,8,9,21,55.0,18.0,27.0,1005.0,SE,36.66,0.0,0.0
2012,6,11,12,8.0,0.0,32.0,996.0,NW,8.05,0.0,0.0
2013,3,25,7,119.0,-5.0,0.0,1024.0,cv,2.67,0.0,0.0
2011,6,21,4,161.0,18.0,25.0,1003.0,SE,44.26,0.0,0.0
2013,3,26,2,128.0,-8.0,4.0,1017.0,SE,30.41,0.0,0.0
2011,7,2,1,141.0,23.0,24.0,1001.0,SE,0.89,0.0,1.0
2011,1,25,12,23.0,-21.0,-3.0,1035.0,NW,57.23,0.0,0.0
2012,9,6,12,90.0,15.0,23.0,1017.0,cv,4.46,0.0,0.0
2014,9,29,11,77.0,9.0,24.0,1019.0,NE,14.3,0.0,0.0
2010,9,1,2,108.0,20.0,22.0,1012.0,NW,0.89,0.0,0.0
2012,7,31,20,27.0,21.0,21.0,1007.0,NW,16.1,0.0,17.0
2014,11,24,0,240.0,-2.0,-2.0,1027.0,NW,1.79,0.0,0.0
2014,3,19,12,79.0,-9.0,10.0,1022.0,NW,6.26,0.0,0.0
2010,12,12,2,112.0,-11.0,-5.0,1016.0,cv,1.78,0.0,0.0
2011,11,24,14,180.0,-8.0,1.0,1026.0,NE,1.79,0.0,0.0
2013,10,27,8,113.0,2.0,4.0,1019.0,NW,2.67,0.0,0.0
2012,11,29,14,42.0,-19.0,5.0,1022.0,NW,3.58,0.0,0.0
2014,11,3,2,28.0,-5.0,4.0,1022.0,cv,4.91,0.0,0.0
2014,3,3,17,240.0,-8.0,3.0,1020.0,NW,4.92,0.0,0.0
2010,6,26,21,124.0,14.0,26.0,1005.0,SE,23.69,0.0,0.0
2013,10,6,19,188.0,13.0,17.0,1020.0,cv,0.89,0.0,0.0
2011,2,7,15,138.0,-11.0,4.0,1012.0,SE,12.96,0.0,0.0
2011,1,5,20,17.0,-19.0,-5.0,1035.0,NW,252.55,0.0,0.0
2014,4,4,19,14.0,-18.0,18.0,1014.0,NE,21.45,0.0,0.0
2010,6,1,1,177.0,13.0,17.0,1017.0,cv,0.89,0.0,0.0
2013,7,30,17,55.0,20.0,34.0,995.0,SE,11.18,0.0,0.0
2013,8,15,13,94.0,23.0,32.0,1002.0,SE,5.37,0.0,0.0
2012,5,9,12,146.0,8.0,27.0,1014.0,SE,6.71,0.0,0.0
2010,5,30,17,29.0,11.0,24.0,1008.0,NE,12.96,0.0,0.0
2014,8,26,5,23.0,13.0,16.0,1013.0,NW,6.71,0.0,0.0
2013,9,30,8,98.0,15.0,18.0,1020.0,SE,3.57,0.0,0.0
2011,4,29,19,172.0,13.0,15.0,999.0,SE,31.3,0.0,0.0
2012,7,12,16,9.0,20.0,32.0,997.0,cv,1.78,0.0,0.0
2011,12,7,18,16.0,-13.0,1.0,1034.0,NW,75.11,0.0,0.0
2014,2,21,22,340.0,-7.0,-2.0,1029.0,NW,3.13,0.0,0.0
2010,12,10,1,218.0,-7.0,-2.0,1003.0,NW,12.08,0.0,0.0
2013,7,27,17,112.0,23.0,25.0,999.0,SE,4.47,0.0,0.0
2010,2,10,8,9.0,-23.0,-4.0,1032.0,NE,58.56,0.0,0.0
2010,8,8,6,63.0,19.0,21.0,1005.0,cv,2.68,0.0,0.0
2014,11,25,23,342.0,0.0,2.0,1016.0,SE,7.16,0.0,0.0
2013,3,6,13,233.0,-6.0,10.0,1012.0,cv,0.89,0.0,0.0
2014,8,16,9,49.0,18.0,26.0,1009.0,NE,3.58,0.0,0.0
2012,7,25,4,60.0,23.0,25.0,1008.0,SE,23.71,0.0,0.0
2010,6,20,20,71.0,17.0,28.0,1005.0,SE,21.46,0.0,0.0
2013,11,23,18,249.0,-7.0,12.0,1019.0,NW,3.13,0.0,0.0
2013,8,22,17,139.0,21.0,26.0,1008.0,SE,4.92,0.0,0.0
2014,9,2,21,10.0,16.0,21.0,1012.0,NE,4.92,0.0,0.0
2010,11,17,4,220.0,-4.0,-3.0,1023.0,cv,0.89,0.0,0.0
2014,1,19,8,143.0,-7.0,-3.0,1025.0,cv,1.78,0.0,0.0
2013,9,6,0,62.0,14.0,18.0,1016.0,SE,0.89,0.0,0.0
2012,4,9,12,171.0,1.0,23.0,1012.0,SE,12.97,0.0,0.0
2013,10,31,3,192.0,0.0,2.0,1027.0,NW,1.79,0.0,0.0
2012,1,6,12,87.0,-14.0,-3.0,1038.0,SE,11.18,0.0,0.0
2011,11,20,22,172.0,-6.0,-2.0,1031.0,NE,2.67,0.0,0.0
2011,5,7,22,55.0,5.0,18.0,1010.0,SE,25.04,0.0,0.0
2012,5,2,1,75.0,8.0,16.0,1010.0,SE,1.79,0.0,0.0
2012,9,21,5,174.0,15.0,18.0,1012.0,SE,1.79,0.0,0.0
2014,8,3,10,74.0,24.0,32.0,1001.0,cv,0.45,0.0,0.0
2012,3,15,4,46.0,-10.0,-4.0,1027.0,NW,0.89,0.0,0.0
2014,1,2,6,166.0,-7.0,-2.0,1020.0,SE,3.58,0.0,0.0
2011,5,28,9,154.0,18.0,24.0,1011.0,SE,6.71,0.0,0.0
2014,4,22,14,170.0,0.0,27.0,1011.0,SE,9.84,0.0,0.0
2014,5,2,5,34.0,-2.0,13.0,1013.0,NW,126.04,0.0,0.0
2014,4,6,18,45.0,-11.0,22.0,1013.0,SE,40.22,0.0,0.0
2010,2,23,22,274.0,-5.0,0.0,1004.0,cv,0.45,0.0,0.0
2012,8,25,15,120.0,14.0,29.0,1011.0,SE,7.15,0.0,0.0
2014,4,24,13,128.0,13.0,22.0,1015.0,SE,3.13,0.0,0.0
2013,3,10,18,59.0,-16.0,9.0,1024.0,SE,50.07,0.0,0.0
2014,6,4,15,47.0,13.0,30.0,1004.0,SE,9.39,0.0,0.0
2013,8,11,0,74.0,23.0,26.0,1006.0,cv,0.89,0.0,0.0
2012,8,31,20,160.0,23.0,27.0,1010.0,SE,36.2,0.0,0.0
2011,6,2,9,99.0,12.0,26.0,1006.0,SE,3.58,0.0,0.0
2014,4,29,6,83.0,7.0,11.0,1016.0,NE,0.89,0.0,0.0
2014,3,5,4,14.0,-17.0,-6.0,1030.0,NE,0.89,0.0,0.0
2013,11,7,12,24.0,-14.0,14.0,1021.0,SE,4.02,0.0,0.0
2011,11,7,0,111.0,3.0,5.0,1028.0,cv,0.89,0.0,0.0
2012,12,16,0,335.0,0.0,1.0,1028.0,cv,0.89,0.0,0.0
2011,12,13,8,83.0,-2.0,1.0,1025.0,SE,5.37,0.0,0.0
2012,2,5,4,119.0,-13.0,-4.0,1020.0,cv,0.45,0.0,0.0
2011,10,13,7,108.0,13.0,14.0,1012.0,NW,7.15,0.0,3.0
2014,5,29,9,75.0,12.0,30.0,998.0,NE,3.13,0.0,0.0
2011,4,24,23,41.0,2.0,12.0,1006.0,SE,11.63,0.0,0.0
2010,3,6,9,23.0,-22.0,-3.0,1036.0,NE,80.91,0.0,0.0
2010,10,27,20,112.0,0.0,4.0,1028.0,cv,2.67,0.0,0.0
2014,4,13,18,159.0,4.0,22.0,1015.0,SE,29.04,0.0,0.0
2014,11,26,1,299.0,-1.0,1.0,1016.0,cv,0.89,0.0,0.0
2010,11,20,10,200.0,-1.0,8.0,1013.0,NW,21.46,0.0,0.0
2013,1,23,20,336.0,-7.0,-7.0,1019.0,cv,0.89,0.0,0.0
2010,5,7,21,30.0,2.0,19.0,1006.0,NW,80.46,0.0,0.0
2010,7,28,1,150.0,24.0,28.0,1002.0,SE,63.49,0.0,0.0
2013,2,6,19,8.0,-26.0,-7.0,1032.0,NW,77.32,0.0,0.0
2013,1,11,20,325.0,-11.0,-7.0,1025.0,cv,1.79,0.0,0.0
2011,11,5,18,23.0,5.0,11.0,1027.0,NW,2.68,0.0,0.0
2010,8,8,23,221.0,22.0,26.0,1005.0,cv,0.89,0.0,0.0
2011,1,21,12,29.0,-20.0,-1.0,1028.0,NW,3.13,0.0,0.0
2010,3,16,19,62.0,-10.0,3.0,1022.0,NW,11.63,0.0,0.0
2012,7,2,19,21.0,13.0,32.0,996.0,SE,12.96,0.0,0.0
2014,9,13,13,46.0,14.0,26.0,1014.0,SE,13.86,0.0,0.0
2013,8,21,2,117.0,22.0,24.0,1008.0,cv,1.78,0.0,0.0
2010,1,8,12,198.0,-16.0,-9.0,1028.0,SE,3.13,0.0,0.0
2013,5,4,6,98.0,8.0,12.0,1018.0,NE,1.79,0.0,0.0
2012,5,16,4,44.0,3.0,12.0,1003.0,NW,12.96,0.0,0.0
2012,1,11,0,17.0,-18.0,-5.0,1040.0,NE,7.15,0.0,0.0
2014,8,16,3,88.0,18.0,20.0,1007.0,NW,1.79,0.0,0.0
2011,1,23,5,11.0,-22.0,-8.0,1032.0,NW,121.15,0.0,0.0
2014,9,13,11,60.0,14.0,25.0,1015.0,SE,6.71,0.0,0.0
2012,1,28,8,60.0,-11.0,-6.0,1031.0,cv,0.89,0.0,0.0
