days_since_first_submit,paper_year,title_word_count,abstract_word_count,Category,Title,arXiv_Code,Abstract
1536.0,2022.0,3,94,5,Superconductors and gravity,arXiv:2203.09417,"We review and discuss some recent developments on the unconventional interaction between superconducting systems and the local gravitational field. While it is known that gravitational perturbations (such as gravitational waves) can affect supercondensates and supercurrents dynamics, here we want to focus on the more subtle superfluid back-reaction acting on the surrounding gravitational field, analysing some specific favourable situations. To this end, we will consider suitable quantum macrosystems in a coherent state, immersed in the static weak Earth's gravitational field, investigating possible slight local alterations of the latter not explained in terms of classical physics."
38.0,2018.0,9,94,5,A new inflationary Universe scenario with inhomogeneous quantum vacuum,arXiv:1712.05068,"We investigate the quantum vacuum and find the fluctuations can lead to the inhomogeneous quantum vacuum. We find that the vacuum fluctuations can significantly influence the cosmological inhomogeneity, which is different from what previously expected. By introducing the modified Green's function, we reach a new inflationary scenario which can explain why the Universe is still expanding without slowing down. We also calculate the tunneling amplitude of the Universe based on the inhomogeneous vacuum. We find that the inhomogeneity can lead to the penetration of the universe over the potential barrier faster than previously thought."
93.0,2018.0,7,48,0,Impenetrability in Floquet scattering in one dimension,arXiv:1804.01339,"We study the scattering off a time-periodic zero-range potential in one spatial dimension. We focus on the parameter regions that lead to zero-transmission probability (ZTP). For static potentials, ZTP leads to fermionization of distinguishable equal-mass particles. For time-periodic potentials, fermionization is prevented by the formation of evanescent waves."
752.0,2020.0,9,83,5,Amplification of superkicks in black-hole binaries through orbital eccentricity,arXiv:1910.01598,"We present new numerical-relativity simulations of eccentric merging black holes with initially antiparallel spins lying in the orbital plane (the so-called \emph{superkick} configuration). Binary eccentricity boosts the recoil of the merger remnant by up to $25\%$. The increase in the energy flux is much more modest, and therefore this kick enhancement is mainly due to asymmetry in the binary dynamics. Our findings might have important consequences for the retention of stellar-mass black holes in star clusters and supermassive black holes in galactic hosts."
56.0,2018.0,11,64,0,Combining Tensor Networks with Monte Carlo Methods for Lattice Gauge Theories,arXiv:1710.11013,"Gauged gaussian Projected Entangled Pair States are particular tensor network constructions that describe lattice states of fermionic matter interacting with dynamical gauge fields. We show how one can efficiently compute, using Monte-Carlo techniques, expectation values of physical observables in that class of states. This opens up the possibility of using tensor network techniques to investigate lattice gauge theories in two and three spatial dimensions."
332.0,2018.0,6,68,2,Instanton interaction in de Sitter spacetime,arXiv:1302.2232,Because of the presence of a cosmological horizon the dilute instanton gas approximation used for the derivation of the Coleman-De Luccia tunneling rate in de Sitter spacetime receives additional contributions due to the finite instanton separation. Here I calculate the first corrections to the vacuum decay rate that arise from this effect and depend on the parameters of the theory and the cosmological constant of the background spacetime.
15.0,2018.0,14,66,3,BFKL and Sudakov Resummation in Higgs Boson Plus Jet Production with Large Rapidity Separation,arXiv:1801.05478,"We investigate the QCD resummation for the Higgs boson plus a high $P_T$ jet production with large rapidity separations in proton-proton collisions at the LHC. The relevant Balitsky-Fadin-Kuraev-Lipatov (BFKL) and Sudakov logs are identified and resummed. In particular, we apply recent developments of the transverse momentum dependent factorization formalism in the impact factors, which provides a systematic framework to incorporate both the BFKL and Sudakov resummations."
344.0,2018.0,7,82,4,Spin- and angle-resolved photoemission on topological materials,arXiv:1812.04462,"A historical review of spin- and angle-resolved photoemission on topological materials is presented, aimed at readers who are new to the field or who wish to obtain an overview of the activities in the field. The main focus lies on topological insulators, but also Weyl and other semimetals will be discussed. Further it will be explained why the measured spin polarisation from a spin polarised state should always add up to 100% and how spin interference effects influence the measured spin texture."
618.0,2019.0,3,78,3,The Hyperbolic Higgs,arXiv:1803.03647,"We introduce the Hyperbolic Higgs, a novel solution to the little hierarchy problem that features Standard Model neutral scalar top partners. At one-loop order, the protection from ultraviolet sensitivity is due to an accidental non-compact symmetry of the Higgs potential that emerges in the infrared. Once the general features of the effective description are detailed, a completion that relies on a five dimensional supersymmetric framework is provided. Novel phenomenology is compared and contrasted with the Twin Higgs scenario."
850.0,2020.0,14,78,2,How many surface modes does one see on the boundary of a Dirac material?,arXiv:2002.06721,"We present full expressions for the surface part of polarization tensor of a Dirac fermion confined in a half-space in $3+1$ dimensions. We compare this tensor to the polarization tensor of eventual surface mode (which is a $2+1$ dimensional Dirac fermion) and find essential differences in the conductivities in both Hall and normal sectors. Thus, the interaction with electromagnetic field near the boundary differs significantly in the full model and in the effective theory for the surface mode."
993.0,2020.0,7,88,3,Soft anomalous dimensions and resummation in QCD,arXiv:2008.09914,"I discuss and review soft anomalous dimensions in QCD that describe soft-gluon threshold resummation for a wide range of hard-scattering processes. The factorization properties of the cross section in moment space and renormalization-group evolution are implemented to derive a general form for differential resummed cross sections. Detailed expressions are given for the soft anomalous dimensions at one, two, and three loops, including some new results, for a large number of partonic processes involving top quarks, electroweak bosons, Higgs bosons, and other particles in the Standard Model and beyond."
630.0,2019.0,6,65,5,Hamiltonian Formalism for Nonlocal Gravity Models,arXiv:1909.10295,Nonlocal gravity models are constructed to explain the current acceleration of the universe. These models are inspired by the infrared correction appearing in Einstein Hilbert action. Here we develop the Hamiltonian formalism of a nonlocal model by considering only terms to quadratic order in Ricci tensor and Ricci scalar. We also show how to count the degree of freedom using Hamiltonian formalism in this model.
741.0,2020.0,10,69,14,Specific properties of supercooled water in light of water anomalies,arXiv:2001.03996,"We review the effect of water anomalies on the properties of low temperature water. When supercooled, liquids dynamical properties change drastically. Supercooled liquids undergo an at least exponential decrease of their diffusion coefficient when temperature decreases while their structure merely does not change. We discuss how that still unexplained change of dynamical properties at low temperatures affect water differently from other liquids and what can be deduced from it."
326.0,2018.0,8,81,5,New Weyl-invariant vector-tensor theory for the cosmological constant,arXiv:1811.09547,"We introduce a new Weyl-invariant and generally-covariant vector-tensor theory with higher derivatives. This theory can be induced by extending the mimetic construction to vector fields of conformal weight four. We demonstrate that in gauge-invariant variables this novel theory reduces to the Henneaux-Teitelboim description of the unimodular gravity. Hence, compared with the standard general relativity, our new higher derivative vector-tensor theory has only one new global degree of freedom - the cosmological constant. Finally we discuss potential extensions of this vector-tensor theory."
1417.0,2021.0,6,91,0,Optimal squeezing for quantum target detection,arXiv:2108.08573,"It is not clear if the performance of a quantum lidar or radar, without an idler and only using Gaussian resources, could exceed the performance of a semiclassical setup based on coherent states and homodyne detection. Here we prove this is indeed the case by showing that an idler-free squeezed-based setup can beat this semiclassical benchmark. More generally, we show that probes whose displacement and squeezing are jointly optimized can strictly outperform coherent states with the same mean number of input photons for both the problems of quantum illumination and reading."
1726.0,2022.0,5,65,2,Cosmologies inside hyperbolic black holes,arXiv:2209.11620,"Models with closed FRW cosmologies on the worldvolume of a constant-tension brane inside a black hole provide an interesting setup for studying cosmology holographically. However, in more than two worldvolume dimensions, there are limitations on such models with flat spatial slices. I show that these limitations can be avoided by considering instead hyperbolic slices. This also naturally makes contact with previous work on Euclidean wormholes."
605.0,2019.0,10,70,2,Consistency of an alternative CPT-odd and Lorentz-violating extension of QED,arXiv:1807.00904,"We investigate an alternative CPT-odd Lorentz-breaking QED which includes the Carroll-Field-Jackiw (CFJ) term of the Standard Model Extension (SME), writing the gauge sector in the action in a Palatini-like form, in which the vectorial field and the field-strength tensor are treated as independent entities. Interestingly, this naturally induces a Lorentz-violating mass term in the classical action. We study physical consistency aspects of the model both at classical and quantum levels."
371.0,2019.0,11,80,10,Signature of the interaction between dark sectors in the reionization process,arXiv:1702.06358,"We consider the reionization process in a cosmological model in which dark matter interacts with dark energy. Using a semi-analytical reionization model, we compute the evolution of the ionized fraction in terms of its spatial average and linear perturbations. We show that certain types of interactions between dark matter and dark energy can significantly affect the reionization history. We calculate the 21 cm signals in the interaction models, and compare the results with the predictions of the ${\rm ΛCDM}$ model."
1822.0,2022.0,8,67,2,Enhancement of particle creation in nonlinear resonant cavities,arXiv:2209.10462,"The rate of particle creation in a resonantly oscillating cavity is known to be approximately constant at large evolution times. Employing the Schwinger-Keldysh diagrammatic technique, we show that nonlinear interactions generate nonzero quantum averages and significantly enhance this rate. To illustrate this phenomenon, we consider a massless scalar field with a quartic interaction in a one-dimensional cavity with perfectly reflecting walls oscillating at twice the fundamental frequency."
1464.0,2022.0,6,75,2,Symmetry transformation of subregion bulk representations,arXiv:2102.08937,"Different AdS-Rindler wedges can be mapped to each other using bulk isometries. In this paper we address how the boundary representations corresponding to the AdS-Rindler wedges transform under such isometries. We show that when a bulk wedge is mapped to another using a bulk isometry, their boundary representations are mapped by the conformal transformation corresponding to the isometry. We comment on the import of this result on the relation between AdS/CFT and quantum error correction."
485.0,2019.0,10,86,5,Qualitative description of the universe in the interacting fluids scheme,arXiv:1902.09684,"In this work we present a qualitative description of the evolution of a curved universe when we consider the interacting scheme for the constituents of the dark sector. The resulting dynamics can be modeled by a set of Lotka-Volterra type equations. For this model a future singularity is allowed, therefore the cyclic behavior for the energy interchange between the components of the universe is present only at some stage of the cosmic evolution. Due to the presence of the future singularity, the model exhibits global instability."
700.0,2019.0,9,73,9,Emergent Fermi surface in a triangular-lattice SU(4) quantum antiferromagnet,arXiv:1912.01025,"Motivated by multiple possible physical realizations, we study the SU(4) quantum antiferromagnet with a fundamental representation on each site of the triangular lattice. We provide evidence for a gapless liquid ground state of this system with an emergent Fermi surface of fractionalized fermionic partons coupled with a U(1) gauge field. Our conclusions are based on numerical simulations using the density matrix renormalization group (DMRG) method, which we support with a field theory analysis."
436.0,2019.0,7,54,5,Hillclimbing inflation in metric and Palatini formulations,arXiv:1812.11077,"A new setup of cosmic inflation with a periodic inflaton potential and conformal factor is discussed in the metric and Palatini formulations of gravity. As a concrete example, we focus on a natural-inflation-like inflaton potential, and show that the inflationary predictions fall into the allowed region of cosmic microwave background observations in both formulations."
637.0,2019.0,8,60,5,Information paradox and corrected thermodynamics for black holes,arXiv:1909.13629,We generally consider that entropy and temperature of a spherically symmetric black hole are corrected by quantum effect. We calculate interior entropy variation of massless scalar field and compare it with corrected Bekenstein-Hawking entropy variation for the evaporating black hole. We find that the corrected ratio between them is greater than the uncorrected one. The information paradox is then discussed.
42.0,2018.0,8,83,0,Multi-time correlators in continuous measurement of qubit observables,arXiv:1710.05249,"We consider multi-time correlators for output signals from linear detectors, continuously measuring several qubit observables at the same time. Using the quantum Bayesian formalism, we show that for unital (symmetric) evolution in the absence of phase backaction, an $N$-time correlator can be expressed as a product of two-time correlators when $N$ is even. For odd $N$, there is a similar factorization, which also includes a single-time average. Theoretical predictions agree well with experimental results for two detectors, which simultaneously measure non-commuting qubit observables."
1600.0,2022.0,6,43,2,Supermoduli and PCOs at Genus Two,arXiv:2205.10377,"We illustrate the relation between supermoduli integration and picture changing operators (PCOs) particularly concerning the role of vertical integration, in the context of superstring vacuum amplitudes, by an explicit comparison of different parameterizations of the supermoduli space of genus two super Riemann surfaces."
1807.0,2022.0,5,58,3,Theory of Inclusive B Decays,arXiv:2212.06865,"In this talk I briefly review the current status of the theory of the inclusive $B$ decays: $\bar B\to X_c\, \ell\,\barν_\ell$, $\bar B\to X_u\, \ell\,\barν_\ell$, and $\bar B\to X_s\,γ$. I try to answer three questions: what is the current ""state of the art"", can the theoretical prediction be improved, and will it lead to a smaller theoretical uncertainty."
77.0,2018.0,10,89,12,Anomalous heat equation in a system connected to thermal reservoirs,arXiv:1803.06857,"We study anomalous transport in a one-dimensional system with two conserved quantities in presence of thermal baths. In this system we derive exact expressions of the temperature profile and the two point correlations in steady state as well as in the non-stationary state where the later describes the relaxation to the steady state. In contrast to the Fourier heat equation in the diffusive case, here we show that the evolution of the temperature profile is governed by a non-local anomalous heat equation. We provide numerical verifications of our results."
1457.0,2021.0,6,96,0,Compact equations for the envelope theory,arXiv:2108.05719,"The envelope theory is a method to easily obtain approximate, but reliable, solutions for some quantum many-body problems. Quite general Hamiltonians can be considered for systems composed of an arbitrary number of different particles in $D$ dimensions. In the case of identical particles, a compact set of 3 equations can be written to find the eigensolutions. This set provides also a nice interpretation and a starting point to improve the method. It is shown here that a similar set of 7 equations can be determined for a system containing an arbitrary number of two different particles."
1290.0,2021.0,9,59,2,Collective coordinate model of kink-antikink collisions in $φ^4$ theory,arXiv:2106.05153,"The fractal velocity pattern in symmetric kink-antikink collisions in $φ^4$ theory is shown to emerge from a dynamical model with two effective moduli, the kink-antikink separation and the internal shape mode amplitude. The shape mode usefully approximates Lorentz contractions of the kink and antikink, and the previously problematic null-vector in the shape mode amplitude at zero separation is regularized."
294.0,2018.0,6,101,2,On quantum quenches at one loop,arXiv:1810.02258,"We study global quenches in a number of interacting quantum field theory models away from the conformal regime. We conduct a perturbative renormalization at one-loop level and track the modifications of the quench protocol induced by the renormalization group flow. The scaling of various observables at early times is evaluated in the regime of rapid quench rates, with a particular emphasis placed on the leading order effects that cannot be recovered using the finite order conformal perturbation theory. We employ the canonical ideas of effective action to verify our results and discuss a potential route towards understanding the late time dynamics."
691.0,2019.0,6,70,0,Collision model for non-Markovian quantum trajectories,arXiv:1906.03449,"We present an algorithm to simulate genuine, measurement-conditioned quantum trajectories for a class of non-Markovian systems, using a collision model for the environment. We derive two versions of the algorithm, the first corresponding to photodetection and the second to homodyne detection with a finite local oscillator amplitude. We use the algorithm to simulate trajectories for a system with delayed coherent feedback, as well as a system with a continuous memory."
750.0,2020.0,6,74,0,Superconducting circuit protected by two-Cooper-pair tunneling,arXiv:1905.01206,"We present a protected superconducting qubit based on an effective circuit element that only allows pairs of Cooper pairs to tunnel. These dynamics give rise to a nearly degenerate ground state manifold indexed by the parity of tunneled Cooper pairs. We show that, when the circuit element is shunted by a large capacitance, this manifold can be used as a logical qubit that we expect to be insensitive to multiple relaxation and dephasing mechanisms."
931.0,2020.0,8,79,7,Intrinsic Properties of Bipolarons in Armchair Graphene Nanoribbons,arXiv:2007.10169,"We performed an investigation concerning bipolaron dynamics in armchair graphene nanoribbons (AGNRs) under the influence of different electric field and electron-phonon coupling regimes. By studying the response to the electric excitation, we were able to determine the effective mass and terminal velocity of this quasiparticle in AGNRs. Remarkably, bipolarons in narrower AGNRs move as fast as the ones in conjugated polymers. Our findings pave the way to enhance the understanding of the behavior of charge carriers in graphene nanoribbons."
829.0,2020.0,7,73,4,Role of orbital hybridization in anisotropic magnetoresistance,arXiv:2004.04370,"We theoretically and numerically show that longitudinal orbital currents in ferromagnets depend on the magnetization direction, which contribute to the anisotropic magnetoresistance (AMR). This orbital contribution to AMR arises from the momentum-dependent orbital splitting, which is generally present in multi-orbital systems through the orbital anisotropy and the orbital hybridization. We highlight the latter orbital hybridization as an unrecognized origin of AMR and also as a common origin of AMR and orbital Hall effect."
157.0,2018.0,6,87,2,Domain Wall and Three Dimensional Duality,arXiv:1803.11141,"We discuss 1/2 BPS domain walls in the 3d $\mathcal N=4$ supersymmetric gauge theory which is self-dual under the 3d mirror symmetry. We find that if a BF-type coupling is introduced, invariance of the BPS domain wall under the duality transformation can be explicitly seen from the classical BPS equations. It has been known that particles and vortices are swapped under the 3d duality transformations. We show that Noether charges and vortex topological charges localized on the domain walls are correctly exchanged under the 3d mirror symmetry."
702.0,2019.0,5,85,0,Channel Activation of CHSH Nonlocality,arXiv:1911.06349,"Quantum channels that break CHSH nonlocality on all input states are known as CHSH-breaking channels. In quantum networks, such channels are useless for distributing correlations that can violate the CHSH Inequality. Motivated by previous work on activation of nonlocality in quantum states, here we demonstrate an analogous activation of CHSH-breaking channels. That is, we show that certain pairs of CHSH-breaking channels are no longer CHSH-breaking when used in combination. We find that this type of activation can emerge in both uni-directional and bi-directional communication scenarios."
1008.0,2020.0,9,68,0,Ping-pong quantum key distribution with trusted noise: non-Markovian advantage,arXiv:2004.05689,"The ping-pong protocol adapted for quantum key distribution is studied in the trusted quantum noise scenario, wherein the legitimate parties can add noise locally. For a well-studied attack model, we show how non-unital quantum non-Markovianity of the added noise can improve the key rate. We also point out that this noise-induced advantage cannot be obtained by Alice and Bob by adding local classical noise to their post-measurement data."
2.0,2018.0,6,45,2,Background gauge renormalization and BRST identities,arXiv:1801.01098,"We show that the BRST identities can be used to control the renormalization of the background gauge in QCD, in spite of the fact that one-particle reducible graphs have to be omitted. We obtain the all orders renormalized affective action for the background field theory."
29.0,2018.0,12,44,9,Hamiltonian and Algebraic Theories of Gapped Boundaries in Topological Phases of Matter,arXiv:1707.04564,"We present an exactly solvable lattice Hamiltonian to realize gapped boundaries of Kitaev's quantum double models for Dijkgraaf-Witten theories. We classify the elementary excitations on the boundary, and systematically describe the bulk-to-boundary condensation procedure. We also present the parallel algebraic/categorical structure of gapped boundaries."
17.0,2018.0,11,41,1,The DR14 APOGEE-TGAS catalogue: Precise chemo-kinematics in the extended solar vicinity,arXiv:1708.09319,"We describe the DR14 APOGEE-TGAS catalogue, a new SDSS value-added catalogue that provides precise astrophysical parameters, chemical abundances, astro-spectro-photometric distances and extinctions, as well as orbital parameters for $\sim 30,000$ APOGEE-TGAS stars, among them $\sim5,000$ high-quality giant stars within 1 kpc."
592.0,2019.0,9,79,3,Effects of universal extra dimensions on top-quark electromagnetic interactions,arXiv:1908.06226,"Universal extra dimensions, presumably observable at some high-energy scale, would modify low-energy observables, being particularly relevant for physical processes forbidden at tree level by the Standard Model. We address the Kaluza-Klein contributions from the 5-dimensional Standard Model to the anomalous magnetic moment and to branching ratios of electromagnetic decays of the top quark. In accordance with present bounds on the compactification scale, contributions to both quantities are found to be at least 3 orders of magnitude below Standard-Model predictions."
1456.0,2021.0,6,84,3,nuSQuIDS: A toolbox for neutrino propagation,arXiv:2112.13804,"The Neutrino Simple Quantum Integro-Differential Solver (nuSQuIDS) is a C++ code based on SQuIDS that propagates an ensemble of neutrinos through given media. Neutrino oscillation calculations relevant to current and next-generation experiments are implemented. This includes coherent and non-coherent neutrino interactions in settings such as the Sun, Earth, or a vacuum. The code is designed to be accurate and flexible, while at the same time maintaining good performance. It has a modular design that allows the user to incorporate new physics in novel scenarios."
991.0,2020.0,9,89,0,Motion induced by asymmetric excitation of the quantum vacuum,arXiv:2009.07421,"During the last fifty-one years, the effect of excitation of the quantum vacuum field induced by its coupling with a moving object has been systematically studied. Here, we propose and investigate a somewhat inverted setting: an object, initially at rest, whose motion becomes induced by an excitation of the quantum vacuum caused by the object itself. In the present model, this excitation occurs asymmetrically on different sides of the object by a variation in time of one of its characteristic parameters, which couple it with the quantum vacuum field."
669.0,2019.0,6,53,2,Topological AdS/CFT and the $Ω$ deformation,arXiv:1907.12561,"In this note, we define a holographic dual to four-dimensional superconformal field theories formulated on arbitrary Riemannian manifolds equipped with a Killing vector. Moreover, assuming smoothness of the bulk solution, we study the variation of the holographically renormalized supergravity action in the class of metrics on the boundary four-manifold with a prescribed isometry."
721.0,2019.0,9,87,4,Phonon spectral density in a GaAs/AlGaAs double quantum dot,arXiv:1912.10696,We study phonon emission in a GaAs/AlGaAs double quantum dot by monitoring the tunneling of a single electron between the two dots. We prepare the system such that a known amount of energy is emitted in the transition process. The energy is converted into lattice vibrations and the resulting tunneling rate depends strongly on the phonon scattering and its effective phonon spectral density. We are able to fit the measured transition rates and see imprints of interference of phonons with themselves causing oscillations in the transition rates.
1054.0,2020.0,9,63,14,Morphogenesis through elastic phase separation in a pneumatic surface,arXiv:2012.02252,"We report a phenomenon of phase separation that relates in many aspects to Yves Couder's work: an inflatable architectured elastomer plate, expected to expand homogeneously in its plane, buckles instead widely out-of-plane into very complex shape when internal pressure is applied. We show that this morphogenetic pattern formation is due to a two-dimensional elastic phase separation, which induces incompatible patchy non-Euclidean reference metric."
1801.0,2022.0,10,17,3,"The Anthropic (and Mis-) Principle revisited, Steven Weinberg in Memoriam",arXiv:2202.09358,"I review the role and meaning of the Anthropic Principle, particularly in its relevance to particle physics."
1409.0,2021.0,5,87,5,Stochastic Quantization of Relativistic Theories,arXiv:2103.02501,"It was shown recently that stochastic quantization can be made into a well defined quantization scheme on (pseudo-)Riemannian manifolds using second order differential geometry, which is an extension of the commonly used first order differential geometry. In this letter, we show that restrictions to relativistic theories can be obtained from this theory by imposing a stochastic energy-momentum relation. In the process, we derive non-perturbative quantum corrections to the line element as measured by scalar particles. Furthermore, we extend the framework of stochastic quantization to massless scalar particles."
919.0,2020.0,5,65,9,Bardasis-Schrieffer polaritons in excitonic insulators,arXiv:2003.02997,"Bardasis-Schrieffer modes in superconductors are fluctuations in subdominant pairing channels, e.g., d-wave fluctuations in an s-wave superconductor. This Rapid Communication shows that these modes also generically occur in excitonic insulators. In s-wave excitonic insulators, a p-wave Bardasis-Schrieffer mode exists below the gap energy, is optically active and hybridizes strongly with photons to form Bardasis-Schrieffer polaritons, which are observable in both far-field and near-field optical experiments."
178.0,2018.0,7,65,10,Non-Gaussianity from Axion-Gauge Fields Interactions during Inflation,arXiv:1806.05474,"We study the scalar-tensor-tensor non-Gaussian signal in an inflationary model comprising also an axion coupled with SU(2) gauge fields. In this set-up, metric fluctuations are sourced by the gauge fields already at the linear level providing an enhanced chiral gravitational waves spectrum. The same mechanism is at work in generating an amplitude for the three-point function that is parametrically larger than in standard single-field inflation."
902.0,2020.0,6,66,5,Fractal FRW Model within Domain Wall,arXiv:2006.11816,"In the present paper an attempt has been made to study the flat fractal Friedmann - Robertson - Walker model filled with domain walls. We have obtained the fractal equation of deceleration parameter and tension of the domain wall. It is observed that, while domain walls exist at early times, they disappear at late time. Finally, some physical parameters of the model are discussed using graphs."
1132.0,2021.0,4,78,12,Thermodynamics of DNA-RNA renaturation,arXiv:2007.00235,"We consider a new model which consists of a DNA together with a RNA. Here we assume that DNA is from a mammal or bird but RNA comes from a virus. To study thermodynamic properties of this model we use methods of statistical mechanics, namely, the theory of Gibbs measures. We use these measures to describe phases (states) of the DNA-RNA system. Using a Markov chain (corresponding to Gibbs measure) we give conditions (on temperature) of DNA-RNA renaturation."
292.0,2018.0,6,101,5,Constrained field theories on Kerr backgrounds,arXiv:1803.07217,"We analyze the constraints of gauge theories on Kerr and Kerr-de Sitter spacetimes, which contain one or more horizons. We find that the constraints are modified on such backgrounds through the presence of additional surface terms at the horizons. As a concrete example, we consider the Maxwell field and find that the Gauss law constraint involves surface corrections at the horizons. These surface contributions correspond to induced surface charges and currents on the horizons, which agree with those found within the membrane paradigm. The modification of the Gauss law constraint also influences the gauge fixing and Dirac brackets of the theory."
991.0,2020.0,14,91,5,Effect of peculiar velocities on the gravitational potential in cosmological models with perfect fluids,arXiv:2005.06237,"We consider a universe filled with perfect fluid with the constant equation of state parameter $ω$. In the theory of scalar perturbations, we study the effect of peculiar velocities on the gravitational potential. For radiation with $ω=1/3$, we obtain the expression for the gravitational potential in the integral form. Numerical calculation clearly demonstrates the modulation of the gravitational potential by acoustic oscillations due to the presence of peculiar velocities. We also show that peculiar velocities affect the gravitational potential in the case of the frustrated network of cosmic strings with $ω=-1/3$."
1384.0,2021.0,7,78,12,Direct statistical simulation of the Lorenz63 system,arXiv:2109.02482,"We use direct statistical simulation (DSS) to find the low-order statistics of the well-known dynamical system, the Lorenz63 model. Instead of accumulating statistics from numerical simulation of the dynamical systems, we solve the equations of motion for the statistics themselves after closing them by making several different choices for the truncation. Fixed points of the statistics are obtained either by time evolving, or by iterative methods. Statistics so obtained are compared to those found by the traditional approach."
272.0,2018.0,8,48,0,Asymptotic Iteration and Variational Methods for Gaussian Potential,arXiv:1805.00006,In this paper we studied approximate solutions of the radial Schrödinger equation with the attractive Gaussian potential. We used asymptotic iteration method and variational method in order to obtain energy eigenvalues for any $n$ and $l$ quantum numbers. Our results are in good agreement with the other studies.
704.0,2019.0,9,68,5,Stationary scalar hairy configurations supported by Neumann compact stars,arXiv:1909.13393,"We study stationary scalar field hairy configurations supported by asymptotically flat horizonless compact stars. At the star surface, we impose Neumann boundary conditions for the scalar field. With analytical methods, we obtain bounds on the frequency of scalar fields. For certain discrete frequency satisfying the bounds, we numerically get solutions of scalar hairy stars. We also disclose effects of model parameters on the discrete frequency of scalar fields."
170.0,2018.0,5,34,5,Antigravity from a spacetime defect,arXiv:1803.09736,"We argue that there may exist spacetime defects embedded in Minkowski spacetime, which have negative active gravitational mass. One such spacetime defect then repels a test particle, corresponding to what may be called ""antigravity."""
1071.0,2020.0,6,100,0,Quantized dynamics in closed quantum systems,arXiv:2012.03714,"We propose an approach to process data from interferometric measurements on a closed quantum system at random times. For this purpose a time correlation matrix is introduced which enables us to extract dynamical properties of the quantum system. After defining a generalized expectation value we obtain a distribution of time scales, an average transition time and a correlation time. A classical limit exists which is separated from the quantum fluctuations. The latter are characterized by resonances associated with poles of the generalized expectation value. Its analytic behavior is studied and some generic properties are linked to a quantized Berry phase."
834.0,2020.0,7,61,3,Anomalous magnetohydrodynamics with constant anisotropic electric conductivities,arXiv:2004.06408,"We study anomalous magnetohydrodynamics in a longitudinal boost invariant Bjorken flow with constant anisotropic electric conductivities as outlined in Ref. [1]. For simplicity, we consider a neutral fluid and a force-free magnetic field in the transverse direction. We derived analytic solutions of the electromagnetic fields in the laboratory frame, the chiral density, and the energy density as functions of proper time."
424.0,2019.0,10,60,5,Convenient filtering techniques for LIGO strain of the GW150914 event,arXiv:1903.00546,"We present a new strategy for the pre-processing filtering techniques of the LIGO strain of the GW150914\cite{Abbott:2016blz,TheLIGOScientific:2016wfe} event that intends to extract as much physical information as possible, minimizing the use of prior assumptions, and avoiding transformations of the astrophysical signal.
  The new techniques allow us to reveal more low frequency signal at earlier times, that it has been overlooked."
1270.0,2021.0,11,74,0,Detecting Einstein-Podolsky-Rosen steering in non-Gaussian spin states from conditional spin-squeezing parameters,arXiv:2106.13106,"We present an experimentally practical method to reveal Einstein-Podolsky-Rosen steering in non-Gaussian spin states by exploiting a connection to quantum metrology. Our criterion is based on the quantum Fisher information, and uses bounds derived from generalized spin-squeezing parameters that involve measurements of higher-order moments. This leads us to introduce the concept of conditional spin-squeezing parameters, which quantify the metrological advantage provided by conditional states, as well as detect the presence of an EPR paradox."
137.0,2018.0,8,72,2,A Geometric Construction of Solutions to 11D Supergravity,arXiv:1805.07506,"Necessary and sufficient conditions are provided for a class of warped product manifolds with non-vanishing flux to be supersymmetric solutions of 11D supergravity. Many noncompact, but complete solutions can be obtained in this manner, including the multi-membrane solution initially found by Duff and Stelle. In a different direction, an explicit 5-parameter moduli space of solutions to 11D supergravity is also constructed which can be viewed as nonsupersymmetric deformations of the Duff-Stelle solution."
1233.0,2021.0,5,73,0,Coherence of operations and interferometry,arXiv:2102.04863,"Quantum coherence is one of the key features that fuels applications for which quantum mechanics exceeds the power of classical physics. This explains the considerable efforts that were undertaken to quantify coherence via quantum resource theories. An application of the resulting framework to concrete technological tasks is however largely missing. Here, we address this problem and connect the ability of an operation to detect or create coherence to the performance of interferometric experiments."
1102.0,2021.0,12,60,5,Exact solution to perturbative conformal cosmology from recombination until the current era,arXiv:2101.02608,"In a previous paper (P. D. Mannheim, Phys. Rev. D 102, 123535 (2020)) we studied cosmological perturbation theory in the cosmology associated with the fourth-order derivative conformal gravity theory, and provided an exact solution to the theory in the recombination era. In this paper we present an exact solution that holds all the way from recombination until the current era."
1676.0,2022.0,7,76,12,An exact solution to asymptotic Bethe equation,arXiv:2010.10160,"We present an exact solution to the asymptotic Bethe equation of weakly anisotropic Heisenberg spin chain, which is a set of non-linear algebraic equations. The solution describes the low-energy excitations above ferromagnetic ground state with fixed magnetisation, and it has a close relation to generalised Jacobi polynomial. It is equivalent to a generalised Stieltjes problem and in the continuous limit, it becomes a Riemann-Hilbert problem closely related to the finite-gap solutions of classical Landau-Lifshitz field theory."
1454.0,2021.0,10,77,9,Time-Evolving Weiss Fields in the Stochastic Approach to Quantum Spins,arXiv:2011.07924,We investigate non-equilibrium quantum spin systems via an exact mapping to stochastic differential equations. This description is invariant under a shift in the mean of the Gaussian noise. We show that one can extend the simulation time for real-time dynamics in one and two dimensions by a judicious choice of this shift. This can be updated dynamically in order to reduce the impact of stochastic fluctuations. We discuss the connection to drift gauges in the gauge-P literature.
