x1,x2,operation_x1,operation_x2,operation_between,latex_expression
2.1,7.5,sqrt,sqrt,mul,\sqrt{2.1} \times \sqrt{7.5}
2.0,6.7,cos,tan,mul,\cos(2.0) \times \tan(6.7)
2.9,5.6,square,exp,add,(2.9)^2 + \exp(5.6)
3.0,8.5,square,none,mul,(3.0)^2 \times 8.5
2.7,6.6,sqrt,cube,add,\sqrt{2.7} + (6.6)^3
3.9,5.7,cos,none,mul,\cos(3.9) \times 5.7
0.4,4.8,sqrt,tan,mul,\sqrt{0.4} \times \tan(4.8)
2.4,8.3,sin,exp,add,\sin(2.4) + \exp(8.3)
4.5,7.9,sin,sqrt,mul,\sin(4.5) \times \sqrt{7.9}
2.2,3.3,cube,square,add,(2.2)^3 + (3.3)^2
3.5,6.4,cube,log,add,(3.5)^3 + \log(6.4)
3.4,4.6,log,cube,mul,\log(3.4) \times (4.6)^3
1.4,6.6,none,none,sub,1.4 - 6.6
4.6,5.4,cube,none,div,\frac{(4.6)^3}{5.4}
3.6,6.9,square,none,sub,(3.6)^2 - 6.9
0.9,7.8,exp,log,mul,\exp(0.9) \times \log(7.8)
4.9,8.4,none,sqrt,sub,4.9 - \sqrt{8.4}
3.2,9.0,cos,sin,add,\cos(3.2) + \sin(9.0)
0.8,8.4,log,log,mul,\log(0.8) \times \log(8.4)
0.8,4.3,sqrt,exp,add,\sqrt{0.8} + \exp(4.3)
2.6,6.8,square,none,add,(2.6)^2 + 6.8
1.5,5.6,none,none,mul,1.5 \times 5.6
1.5,7.0,cos,none,add,\cos(1.5) + 7.0
2.2,3.4,none,cube,mul,2.2 \times (3.4)^3
1.4,3.6,none,tan,add,1.4 + \tan(3.6)
4.0,6.0,cube,square,sub,(4.0)^3 - (6.0)^2
2.5,5.5,square,none,mul,(2.5)^2 \times 5.5
3.3,3.3,square,sqrt,mul,(3.3)^2 \times \sqrt{3.3}
1.0,3.7,log,cos,add,\log(1.0) + \cos(3.7)
1.5,5.9,sqrt,cos,div,\frac{\sqrt{1.5}}{\cos(5.9)}
3.2,6.2,none,log,mul,3.2 \times \log(6.2)
2.5,7.1,none,sin,mul,2.5 \times \sin(7.1)
2.1,6.0,cos,log,mul,\cos(2.1) \times \log(6.0)
1.3,7.8,sqrt,none,add,\sqrt{1.3} + 7.8
1.7,4.1,log,sin,mul,\log(1.7) \times \sin(4.1)
4.1,7.5,none,none,add,4.1 + 7.5
1.9,6.3,none,sqrt,sub,1.9 - \sqrt{6.3}
0.9,5.5,sin,none,div,\frac{\sin(0.9)}{5.5}
1.4,3.1,cos,sqrt,add,\cos(1.4) + \sqrt{3.1}
3.1,9.1,square,none,div,\frac{(3.1)^2}{9.1}
2.4,9.6,sqrt,none,sub,\sqrt{2.4} - 9.6
4.6,6.4,sqrt,none,div,\frac{\sqrt{4.6}}{6.4}
1.6,7.3,exp,sin,div,\frac{\exp(1.6)}{\sin(7.3)}
0.9,5.7,cos,none,sub,\cos(0.9) - 5.7
5.8,3.7,exp,log,sub,\exp(5.8) - \log(3.7)
3.7,6.8,tan,none,div,\frac{\tan(3.7)}{6.8}
3.7,4.1,sin,cube,mul,\sin(3.7) \times (4.1)^3
4.6,4.0,cos,log,add,\cos(4.6) + \log(4.0)
2.8,5.1,cos,square,mul,\cos(2.8) \times (5.1)^2
3.7,7.3,log,cos,add,\log(3.7) + \cos(7.3)
3.5,9.1,none,square,add,3.5 + (9.1)^2
6.0,7.2,log,sqrt,add,\log(6.0) + \sqrt{7.2}
5.4,6.9,sqrt,tan,add,\sqrt{5.4} + \tan(6.9)
5.1,7.5,none,none,add,5.1 + 7.5
3.3,3.0,log,cos,mul,\log(3.3) \times \cos(3.0)
0.3,7.7,cos,none,sub,\cos(0.3) - 7.7
3.2,4.0,none,log,mul,3.2 \times \log(4.0)
2.4,7.1,exp,cube,div,\frac{\exp(2.4)}{(7.1)^3}
1.6,6.7,sqrt,cos,sub,\sqrt{1.6} - \cos(6.7)
5.4,6.3,sqrt,sin,add,\sqrt{5.4} + \sin(6.3)
2.8,8.5,none,cos,div,\frac{2.8}{\cos(8.5)}
2.7,4.8,cos,exp,add,\cos(2.7) + \exp(4.8)
1.2,8.1,cos,sin,add,\cos(1.2) + \sin(8.1)
3.8,4.1,cos,log,add,\cos(3.8) + \log(4.1)
4.4,7.8,none,sin,add,4.4 + \sin(7.8)
4.7,3.9,cos,sin,mul,\cos(4.7) \times \sin(3.9)
1.3,3.7,tan,none,div,\frac{\tan(1.3)}{3.7}
3.2,7.1,log,cube,sub,\log(3.2) - (7.1)^3
5.5,6.6,log,cube,mul,\log(5.5) \times (6.6)^3
2.0,4.3,sqrt,sqrt,div,\frac{\sqrt{2.0}}{\sqrt{4.3}}
5.1,6.5,log,cos,sub,\log(5.1) - \cos(6.5)
4.3,4.7,none,cos,div,\frac{4.3}{\cos(4.7)}
1.6,5.8,square,none,mul,(1.6)^2 \times 5.8
3.3,7.4,cos,square,div,\frac{\cos(3.3)}{(7.4)^2}
3.3,6.4,cos,cos,mul,\cos(3.3) \times \cos(6.4)
4.8,5.4,log,sin,sub,\log(4.8) - \sin(5.4)
2.4,5.4,sin,none,add,\sin(2.4) + 5.4
2.1,8.2,log,square,mul,\log(2.1) \times (8.2)^2
1.3,8.7,log,cos,div,\frac{\log(1.3)}{\cos(8.7)}
3.5,7.8,square,tan,div,\frac{(3.5)^2}{\tan(7.8)}
5.6,8.1,sin,none,add,\sin(5.6) + 8.1
0.4,8.3,cube,none,sub,(0.4)^3 - 8.3
2.9,8.6,cube,sin,mul,(2.9)^3 \times \sin(8.6)
5.7,6.2,none,square,mul,5.7 \times (6.2)^2
4.0,9.8,none,log,div,\frac{4.0}{\log(9.8)}
3.4,6.5,sqrt,exp,mul,\sqrt{3.4} \times \exp(6.5)
5.2,8.8,none,log,sub,5.2 - \log(8.8)
3.4,4.2,square,tan,mul,(3.4)^2 \times \tan(4.2)
3.3,7.6,none,cos,add,3.3 + \cos(7.6)
5.7,8.2,sin,sqrt,add,\sin(5.7) + \sqrt{8.2}
3.2,7.7,sin,none,add,\sin(3.2) + 7.7
3.7,5.2,sqrt,cos,mul,\sqrt{3.7} \times \cos(5.2)
2.4,7.7,sqrt,tan,sub,\sqrt{2.4} - \tan(7.7)
2.8,3.0,sin,none,add,\sin(2.8) + 3.0
4.6,6.2,none,sin,sub,4.6 - \sin(6.2)
1.3,3.2,log,none,mul,\log(1.3) \times 3.2
0.4,9.2,sqrt,sqrt,add,\sqrt{0.4} + \sqrt{9.2}
0.8,7.2,log,cos,sub,\log(0.8) - \cos(7.2)
2.7,6.4,sqrt,none,add,\sqrt{2.7} + 6.4
3.5,4.1,none,cube,sub,3.5 - (4.1)^3
0.8,4.3,sqrt,none,mul,\sqrt{0.8} \times 4.3
5.2,8.7,sqrt,exp,add,\sqrt{5.2} + \exp(8.7)
1.2,7.9,sqrt,sqrt,sub,\sqrt{1.2} - \sqrt{7.9}
1.0,7.1,cube,log,sub,(1.0)^3 - \log(7.1)
5.6,7.4,none,square,add,5.6 + (7.4)^2
3.5,6.2,cube,tan,mul,(3.5)^3 \times \tan(6.2)
2.8,8.8,cube,log,add,(2.8)^3 + \log(8.8)
4.5,9.0,sqrt,exp,div,\frac{\sqrt{4.5}}{\exp(9.0)}
0.7,6.0,log,cube,sub,\log(0.7) - (6.0)^3
1.5,9.6,square,none,add,(1.5)^2 + 9.6
0.6,9.5,tan,sqrt,add,\tan(0.6) + \sqrt{9.5}
5.3,5.5,log,cos,mul,\log(5.3) \times \cos(5.5)
2.8,6.0,square,sin,add,(2.8)^2 + \sin(6.0)
2.8,3.9,log,sin,mul,\log(2.8) \times \sin(3.9)
0.3,7.0,log,sin,add,\log(0.3) + \sin(7.0)
2.1,9.1,cos,log,add,\cos(2.1) + \log(9.1)
3.0,5.5,cos,cube,mul,\cos(3.0) \times (5.5)^3
2.3,7.1,none,square,add,2.3 + (7.1)^2
3.1,6.4,log,exp,mul,\log(3.1) \times \exp(6.4)
4.3,3.1,sin,sin,mul,\sin(4.3) \times \sin(3.1)
3.2,5.3,sin,exp,add,\sin(3.2) + \exp(5.3)
4.5,9.7,cos,sqrt,add,\cos(4.5) + \sqrt{9.7}
5.7,4.9,cube,square,sub,(5.7)^3 - (4.9)^2
2.1,6.4,exp,sqrt,sub,\exp(2.1) - \sqrt{6.4}
0.3,5.3,sqrt,none,mul,\sqrt{0.3} \times 5.3
4.6,6.4,none,cos,add,4.6 + \cos(6.4)
5.1,4.4,log,cos,div,\frac{\log(5.1)}{\cos(4.4)}
3.0,6.1,none,sqrt,mul,3.0 \times \sqrt{6.1}
3.6,6.1,none,cube,add,3.6 + (6.1)^3
2.9,3.9,sqrt,exp,div,\frac{\sqrt{2.9}}{\exp(3.9)}
0.7,7.1,sqrt,none,mul,\sqrt{0.7} \times 7.1
1.6,7.3,cube,sin,add,(1.6)^3 + \sin(7.3)
5.9,6.3,cube,tan,add,(5.9)^3 + \tan(6.3)
1.6,8.9,sqrt,log,add,\sqrt{1.6} + \log(8.9)
1.7,3.6,log,log,mul,\log(1.7) \times \log(3.6)
5.5,4.8,sin,tan,add,\sin(5.5) + \tan(4.8)
4.9,3.9,square,square,mul,(4.9)^2 \times (3.9)^2
3.0,9.5,log,tan,add,\log(3.0) + \tan(9.5)
4.5,8.3,sin,none,div,\frac{\sin(4.5)}{8.3}
0.5,5.4,none,none,mul,0.5 \times 5.4
2.8,4.1,square,log,mul,(2.8)^2 \times \log(4.1)
3.2,4.1,sqrt,cube,add,\sqrt{3.2} + (4.1)^3
3.1,8.4,sin,log,mul,\sin(3.1) \times \log(8.4)
1.6,7.0,sqrt,none,add,\sqrt{1.6} + 7.0
5.4,6.1,sin,cos,sub,\sin(5.4) - \cos(6.1)
1.4,7.8,none,tan,mul,1.4 \times \tan(7.8)
4.0,3.6,cos,cos,add,\cos(4.0) + \cos(3.6)
4.4,3.8,cube,square,mul,(4.4)^3 \times (3.8)^2
3.3,7.9,square,sin,div,\frac{(3.3)^2}{\sin(7.9)}
2.6,8.1,cos,cos,sub,\cos(2.6) - \cos(8.1)
3.6,7.5,none,exp,add,3.6 + \exp(7.5)
4.0,8.6,cos,sin,mul,\cos(4.0) \times \sin(8.6)
5.5,6.2,tan,log,sub,\tan(5.5) - \log(6.2)
5.0,3.0,tan,sin,add,\tan(5.0) + \sin(3.0)
4.3,6.4,none,sqrt,div,\frac{4.3}{\sqrt{6.4}}
0.4,9.8,log,sin,sub,\log(0.4) - \sin(9.8)
1.9,9.2,square,none,mul,(1.9)^2 \times 9.2
5.2,6.1,none,exp,add,5.2 + \exp(6.1)
0.4,7.6,sin,none,add,\sin(0.4) + 7.6
2.4,6.6,log,sin,add,\log(2.4) + \sin(6.6)
5.4,8.4,exp,none,add,\exp(5.4) + 8.4
3.9,6.1,none,square,add,3.9 + (6.1)^2
3.2,7.5,tan,square,div,\frac{\tan(3.2)}{(7.5)^2}
1.9,4.7,log,cube,sub,\log(1.9) - (4.7)^3
1.2,6.6,tan,sin,add,\tan(1.2) + \sin(6.6)
1.6,7.2,log,log,sub,\log(1.6) - \log(7.2)
2.2,7.2,log,sqrt,div,\frac{\log(2.2)}{\sqrt{7.2}}
5.2,8.7,log,square,add,\log(5.2) + (8.7)^2
0.7,4.3,sin,sqrt,add,\sin(0.7) + \sqrt{4.3}
3.1,6.0,cos,cos,sub,\cos(3.1) - \cos(6.0)
2.6,5.7,log,none,mul,\log(2.6) \times 5.7
3.7,9.0,square,cos,mul,(3.7)^2 \times \cos(9.0)
4.5,9.0,none,cube,add,4.5 + (9.0)^3
4.7,7.9,sin,square,sub,\sin(4.7) - (7.9)^2
1.7,6.8,sqrt,sin,mul,\sqrt{1.7} \times \sin(6.8)
1.1,4.9,none,sin,sub,1.1 - \sin(4.9)
2.3,3.7,none,tan,mul,2.3 \times \tan(3.7)
4.7,9.0,cos,sin,mul,\cos(4.7) \times \sin(9.0)
4.0,5.2,cos,sqrt,div,\frac{\cos(4.0)}{\sqrt{5.2}}
3.5,5.3,none,sin,sub,3.5 - \sin(5.3)
3.6,8.0,cos,sqrt,mul,\cos(3.6) \times \sqrt{8.0}
3.0,7.0,none,cos,mul,3.0 \times \cos(7.0)
3.0,6.0,square,log,mul,(3.0)^2 \times \log(6.0)
2.6,6.2,sin,none,add,\sin(2.6) + 6.2
1.7,4.2,none,sin,sub,1.7 - \sin(4.2)
0.9,5.4,none,log,mul,0.9 \times \log(5.4)
2.3,6.8,cos,none,mul,\cos(2.3) \times 6.8
0.7,6.5,log,sin,mul,\log(0.7) \times \sin(6.5)
4.9,3.4,square,sqrt,sub,(4.9)^2 - \sqrt{3.4}
4.7,7.8,log,sqrt,add,\log(4.7) + \sqrt{7.8}
5.6,6.1,sqrt,tan,mul,\sqrt{5.6} \times \tan(6.1)
2.3,6.2,tan,cos,add,\tan(2.3) + \cos(6.2)
2.7,5.5,sqrt,cos,div,\frac{\sqrt{2.7}}{\cos(5.5)}
0.7,5.3,tan,sin,sub,\tan(0.7) - \sin(5.3)
2.5,9.2,cube,sin,add,(2.5)^3 + \sin(9.2)
2.2,9.1,sin,none,add,\sin(2.2) + 9.1
3.4,6.0,tan,sin,add,\tan(3.4) + \sin(6.0)
3.1,4.2,none,none,div,\frac{3.1}{4.2}
2.2,4.4,log,square,add,\log(2.2) + (4.4)^2
3.7,3.7,none,tan,add,3.7 + \tan(3.7)
0.2,8.3,square,none,div,\frac{(0.2)^2}{8.3}
4.6,8.4,sin,cos,mul,\sin(4.6) \times \cos(8.4)
2.6,5.1,sqrt,none,div,\frac{\sqrt{2.6}}{5.1}
2.9,7.0,cos,none,add,\cos(2.9) + 7.0
2.4,6.6,log,cos,add,\log(2.4) + \cos(6.6)
5.5,7.3,none,none,div,\frac{5.5}{7.3}
2.4,5.0,log,none,div,\frac{\log(2.4)}{5.0}
5.2,5.2,cos,log,add,\cos(5.2) + \log(5.2)
2.9,9.1,exp,tan,sub,\exp(2.9) - \tan(9.1)
1.7,4.5,log,none,sub,\log(1.7) - 4.5
0.8,6.8,log,sin,add,\log(0.8) + \sin(6.8)
0.2,5.1,none,log,div,\frac{0.2}{\log(5.1)}
2.5,7.6,sqrt,tan,div,\frac{\sqrt{2.5}}{\tan(7.6)}
4.2,9.0,sin,sin,add,\sin(4.2) + \sin(9.0)
5.2,7.3,cos,sqrt,sub,\cos(5.2) - \sqrt{7.3}
1.4,8.3,exp,log,mul,\exp(1.4) \times \log(8.3)
1.4,5.1,none,none,mul,1.4 \times 5.1
2.7,7.5,cube,tan,sub,(2.7)^3 - \tan(7.5)
4.2,9.4,log,none,mul,\log(4.2) \times 9.4
3.6,4.9,exp,none,add,\exp(3.6) + 4.9
6.0,6.3,exp,cos,sub,\exp(6.0) - \cos(6.3)
3.7,3.5,exp,tan,mul,\exp(3.7) \times \tan(3.5)
6.0,7.7,tan,sqrt,add,\tan(6.0) + \sqrt{7.7}
3.8,9.1,cube,none,div,\frac{(3.8)^3}{9.1}
2.1,5.7,cos,exp,mul,\cos(2.1) \times \exp(5.7)
4.2,4.7,cube,square,add,(4.2)^3 + (4.7)^2
3.8,5.9,cube,exp,add,(3.8)^3 + \exp(5.9)
2.1,3.4,log,sqrt,add,\log(2.1) + \sqrt{3.4}
5.2,8.8,cube,none,sub,(5.2)^3 - 8.8
3.6,4.8,sqrt,tan,sub,\sqrt{3.6} - \tan(4.8)
0.5,7.4,square,log,sub,(0.5)^2 - \log(7.4)
5.6,3.9,cos,square,sub,\cos(5.6) - (3.9)^2
1.1,9.7,tan,cos,mul,\tan(1.1) \times \cos(9.7)
3.3,9.0,sqrt,square,div,\frac{\sqrt{3.3}}{(9.0)^2}
4.3,4.9,sin,sin,add,\sin(4.3) + \sin(4.9)
0.9,4.6,square,sqrt,sub,(0.9)^2 - \sqrt{4.6}
5.6,8.1,none,cos,add,5.6 + \cos(8.1)
2.8,7.1,none,log,sub,2.8 - \log(7.1)
0.4,5.2,cos,tan,sub,\cos(0.4) - \tan(5.2)
3.9,6.1,cos,sin,mul,\cos(3.9) \times \sin(6.1)
2.9,7.4,none,sqrt,mul,2.9 \times \sqrt{7.4}
4.0,8.8,none,none,add,4.0 + 8.8
3.0,5.9,log,none,sub,\log(3.0) - 5.9
1.5,9.8,sqrt,log,mul,\sqrt{1.5} \times \log(9.8)
1.9,4.2,none,sin,mul,1.9 \times \sin(4.2)
3.4,6.7,log,sin,add,\log(3.4) + \sin(6.7)
1.3,9.4,log,cos,div,\frac{\log(1.3)}{\cos(9.4)}
2.4,5.9,none,square,mul,2.4 \times (5.9)^2
5.3,3.3,tan,log,add,\tan(5.3) + \log(3.3)
3.9,5.9,tan,log,div,\frac{\tan(3.9)}{\log(5.9)}
5.8,5.7,cos,log,div,\frac{\cos(5.8)}{\log(5.7)}
5.4,9.6,sqrt,none,add,\sqrt{5.4} + 9.6
2.4,6.4,cos,sin,div,\frac{\cos(2.4)}{\sin(6.4)}
5.1,6.5,cos,sin,div,\frac{\cos(5.1)}{\sin(6.5)}
3.4,6.2,cos,none,add,\cos(3.4) + 6.2
3.3,6.6,tan,tan,div,\frac{\tan(3.3)}{\tan(6.6)}
2.0,7.2,tan,sin,add,\tan(2.0) + \sin(7.2)
1.6,7.4,exp,none,sub,\exp(1.6) - 7.4
3.8,4.9,square,none,add,(3.8)^2 + 4.9
3.3,6.9,tan,none,mul,\tan(3.3) \times 6.9
3.2,7.1,square,tan,div,\frac{(3.2)^2}{\tan(7.1)}
0.6,5.9,none,none,mul,0.6 \times 5.9
4.8,8.9,exp,sqrt,add,\exp(4.8) + \sqrt{8.9}
3.4,9.0,square,exp,sub,(3.4)^2 - \exp(9.0)
0.6,5.0,none,none,mul,0.6 \times 5.0
2.7,6.4,none,cube,add,2.7 + (6.4)^3
3.5,8.0,none,none,sub,3.5 - 8.0
4.4,5.3,tan,sqrt,add,\tan(4.4) + \sqrt{5.3}
3.2,6.9,none,cos,add,3.2 + \cos(6.9)
3.9,7.5,exp,exp,add,\exp(3.9) + \exp(7.5)
0.8,8.6,sqrt,sin,add,\sqrt{0.8} + \sin(8.6)
5.9,6.8,exp,cos,add,\exp(5.9) + \cos(6.8)
0.4,5.7,none,none,add,0.4 + 5.7
1.3,5.3,square,cube,add,(1.3)^2 + (5.3)^3
3.6,4.4,log,cos,div,\frac{\log(3.6)}{\cos(4.4)}
1.4,3.6,cube,tan,add,(1.4)^3 + \tan(3.6)
2.1,4.5,sin,cos,mul,\sin(2.1) \times \cos(4.5)
6.0,8.5,none,cos,add,6.0 + \cos(8.5)
5.4,5.7,square,log,mul,(5.4)^2 \times \log(5.7)
2.9,4.4,cos,sin,add,\cos(2.9) + \sin(4.4)
1.3,6.6,log,cos,div,\frac{\log(1.3)}{\cos(6.6)}
0.7,6.7,log,sin,mul,\log(0.7) \times \sin(6.7)
4.2,5.4,sqrt,sqrt,sub,\sqrt{4.2} - \sqrt{5.4}
0.4,7.5,cos,none,sub,\cos(0.4) - 7.5
2.9,9.4,sqrt,cube,add,\sqrt{2.9} + (9.4)^3
2.0,8.2,square,cos,add,(2.0)^2 + \cos(8.2)
4.8,8.7,cube,log,mul,(4.8)^3 \times \log(8.7)
0.9,7.2,tan,sin,mul,\tan(0.9) \times \sin(7.2)
2.6,3.4,sqrt,square,add,\sqrt{2.6} + (3.4)^2
1.5,5.7,cos,cube,sub,\cos(1.5) - (5.7)^3
3.1,8.7,cube,sqrt,add,(3.1)^3 + \sqrt{8.7}
3.2,8.3,exp,tan,add,\exp(3.2) + \tan(8.3)
2.7,5.4,square,cos,sub,(2.7)^2 - \cos(5.4)
2.8,9.2,log,none,add,\log(2.8) + 9.2
1.0,9.1,square,tan,div,\frac{(1.0)^2}{\tan(9.1)}
4.9,8.3,sin,log,add,\sin(4.9) + \log(8.3)
2.6,9.6,sqrt,log,sub,\sqrt{2.6} - \log(9.6)
5.8,5.0,square,tan,mul,(5.8)^2 \times \tan(5.0)
5.6,5.7,none,sin,add,5.6 + \sin(5.7)
3.4,5.7,square,square,add,(3.4)^2 + (5.7)^2
2.7,4.3,log,sin,mul,\log(2.7) \times \sin(4.3)
3.6,3.1,none,none,add,3.6 + 3.1
3.7,4.7,square,cos,add,(3.7)^2 + \cos(4.7)
1.5,6.5,log,tan,add,\log(1.5) + \tan(6.5)
2.5,5.3,sin,square,mul,\sin(2.5) \times (5.3)^2
0.1,7.2,cos,none,sub,\cos(0.1) - 7.2
4.0,4.7,none,sqrt,mul,4.0 \times \sqrt{4.7}
0.2,7.5,cos,tan,mul,\cos(0.2) \times \tan(7.5)
2.2,3.8,exp,square,mul,\exp(2.2) \times (3.8)^2
2.8,5.8,none,sqrt,add,2.8 + \sqrt{5.8}
0.6,7.1,cos,square,add,\cos(0.6) + (7.1)^2
5.1,5.7,none,tan,div,\frac{5.1}{\tan(5.7)}
1.5,6.4,square,sqrt,div,\frac{(1.5)^2}{\sqrt{6.4}}
4.4,5.6,square,log,add,(4.4)^2 + \log(5.6)
6.0,5.4,cos,none,sub,\cos(6.0) - 5.4
4.7,3.2,sqrt,sin,add,\sqrt{4.7} + \sin(3.2)
4.6,7.5,exp,cube,mul,\exp(4.6) \times (7.5)^3
3.1,5.6,log,cos,div,\frac{\log(3.1)}{\cos(5.6)}
1.5,8.8,square,none,sub,(1.5)^2 - 8.8
1.7,7.9,cube,square,sub,(1.7)^3 - (7.9)^2
3.5,6.6,cos,sin,mul,\cos(3.5) \times \sin(6.6)
5.4,3.6,log,log,mul,\log(5.4) \times \log(3.6)
0.8,7.8,none,log,add,0.8 + \log(7.8)
4.3,9.7,cube,square,div,\frac{(4.3)^3}{(9.7)^2}
2.4,6.5,none,sin,mul,2.4 \times \sin(6.5)
0.6,5.5,none,tan,add,0.6 + \tan(5.5)
3.4,6.1,tan,none,add,\tan(3.4) + 6.1
2.1,6.8,none,none,mul,2.1 \times 6.8
4.0,8.5,tan,log,sub,\tan(4.0) - \log(8.5)
5.3,7.6,none,none,sub,5.3 - 7.6
4.2,7.6,square,none,sub,(4.2)^2 - 7.6
1.0,7.5,square,none,add,(1.0)^2 + 7.5
2.3,6.5,cube,cos,div,\frac{(2.3)^3}{\cos(6.5)}
4.5,8.1,sin,tan,mul,\sin(4.5) \times \tan(8.1)
5.0,9.9,cos,sqrt,add,\cos(5.0) + \sqrt{9.9}
4.1,6.7,log,sin,add,\log(4.1) + \sin(6.7)
1.3,9.9,square,none,sub,(1.3)^2 - 9.9
4.0,6.0,none,cos,add,4.0 + \cos(6.0)
1.5,5.0,none,sin,add,1.5 + \sin(5.0)
4.3,4.3,square,sin,mul,(4.3)^2 \times \sin(4.3)
3.0,6.9,log,none,sub,\log(3.0) - 6.9
2.3,6.5,sqrt,cos,mul,\sqrt{2.3} \times \cos(6.5)
4.5,6.9,square,none,add,(4.5)^2 + 6.9
0.8,5.5,none,log,div,\frac{0.8}{\log(5.5)}
3.0,7.4,none,cos,div,\frac{3.0}{\cos(7.4)}
4.1,4.0,square,sin,add,(4.1)^2 + \sin(4.0)
1.2,8.8,log,sin,mul,\log(1.2) \times \sin(8.8)
5.0,9.2,cos,none,mul,\cos(5.0) \times 9.2
3.3,3.0,sqrt,square,sub,\sqrt{3.3} - (3.0)^2
2.8,8.8,none,exp,mul,2.8 \times \exp(8.8)
3.7,7.6,log,sqrt,sub,\log(3.7) - \sqrt{7.6}
2.4,8.4,square,sin,div,\frac{(2.4)^2}{\sin(8.4)}
2.6,9.1,log,none,add,\log(2.6) + 9.1
2.5,7.5,tan,cube,add,\tan(2.5) + (7.5)^3
2.2,8.1,tan,none,add,\tan(2.2) + 8.1
4.2,6.9,none,log,add,4.2 + \log(6.9)
1.4,4.9,exp,none,sub,\exp(1.4) - 4.9
3.2,7.9,none,sin,div,\frac{3.2}{\sin(7.9)}
4.2,6.8,exp,cos,sub,\exp(4.2) - \cos(6.8)
4.2,4.7,square,none,div,\frac{(4.2)^2}{4.7}
4.8,8.0,none,sqrt,add,4.8 + \sqrt{8.0}
3.6,8.9,none,none,add,3.6 + 8.9
4.0,8.6,log,square,add,\log(4.0) + (8.6)^2
3.1,9.1,none,cube,add,3.1 + (9.1)^3
5.7,4.6,none,cos,sub,5.7 - \cos(4.6)
3.5,4.9,log,sin,sub,\log(3.5) - \sin(4.9)
1.5,9.8,log,sin,sub,\log(1.5) - \sin(9.8)
1.6,6.7,square,none,add,(1.6)^2 + 6.7
0.9,7.7,cos,exp,div,\frac{\cos(0.9)}{\exp(7.7)}
0.5,8.0,log,square,mul,\log(0.5) \times (8.0)^2
2.9,6.3,none,sqrt,add,2.9 + \sqrt{6.3}
5.0,9.9,cos,cos,div,\frac{\cos(5.0)}{\cos(9.9)}
3.9,6.1,sqrt,none,add,\sqrt{3.9} + 6.1
5.3,6.4,none,sqrt,sub,5.3 - \sqrt{6.4}
5.6,5.6,square,cos,sub,(5.6)^2 - \cos(5.6)
3.5,8.7,tan,cos,add,\tan(3.5) + \cos(8.7)
4.1,5.8,log,cos,sub,\log(4.1) - \cos(5.8)
2.4,7.7,log,exp,mul,\log(2.4) \times \exp(7.7)
2.9,7.4,sin,tan,sub,\sin(2.9) - \tan(7.4)
0.3,8.4,none,cube,add,0.3 + (8.4)^3
3.6,9.5,tan,sin,sub,\tan(3.6) - \sin(9.5)
3.5,6.8,cos,none,add,\cos(3.5) + 6.8
3.5,8.7,none,cos,add,3.5 + \cos(8.7)
4.2,6.5,none,exp,mul,4.2 \times \exp(6.5)
5.8,6.5,none,log,sub,5.8 - \log(6.5)
3.3,3.5,tan,square,add,\tan(3.3) + (3.5)^2
3.3,5.6,tan,sin,sub,\tan(3.3) - \sin(5.6)
1.2,6.4,square,none,sub,(1.2)^2 - 6.4
3.1,6.4,none,cos,add,3.1 + \cos(6.4)
2.8,8.0,log,cos,add,\log(2.8) + \cos(8.0)
4.3,6.4,tan,cube,sub,\tan(4.3) - (6.4)^3
3.5,8.4,square,cube,sub,(3.5)^2 - (8.4)^3
5.1,9.2,cube,cube,add,(5.1)^3 + (9.2)^3
3.1,9.1,sin,square,mul,\sin(3.1) \times (9.1)^2
5.4,7.7,log,log,sub,\log(5.4) - \log(7.7)
5.4,9.9,cos,square,add,\cos(5.4) + (9.9)^2
0.1,7.3,cube,sqrt,add,(0.1)^3 + \sqrt{7.3}
0.7,5.8,none,sin,add,0.7 + \sin(5.8)
2.2,7.3,log,none,mul,\log(2.2) \times 7.3
1.6,7.0,tan,square,mul,\tan(1.6) \times (7.0)^2
1.8,7.3,none,none,add,1.8 + 7.3
4.2,7.1,log,exp,sub,\log(4.2) - \exp(7.1)
5.1,7.0,sin,sqrt,sub,\sin(5.1) - \sqrt{7.0}
2.7,4.9,cube,cube,mul,(2.7)^3 \times (4.9)^3
4.9,6.5,log,log,mul,\log(4.9) \times \log(6.5)
0.7,5.4,none,square,add,0.7 + (5.4)^2
2.1,9.7,none,exp,sub,2.1 - \exp(9.7)
4.2,7.5,sqrt,sqrt,div,\frac{\sqrt{4.2}}{\sqrt{7.5}}
4.9,5.0,sqrt,sqrt,mul,\sqrt{4.9} \times \sqrt{5.0}
2.0,8.1,none,cos,mul,2.0 \times \cos(8.1)
2.4,5.8,sqrt,none,add,\sqrt{2.4} + 5.8
2.5,3.4,tan,cos,mul,\tan(2.5) \times \cos(3.4)
3.7,7.4,tan,log,sub,\tan(3.7) - \log(7.4)
2.8,7.1,none,none,div,\frac{2.8}{7.1}
2.3,4.0,square,exp,add,(2.3)^2 + \exp(4.0)
4.1,5.7,sqrt,none,div,\frac{\sqrt{4.1}}{5.7}
4.6,3.4,square,none,mul,(4.6)^2 \times 3.4
0.1,7.2,cos,cos,mul,\cos(0.1) \times \cos(7.2)
1.7,7.6,sqrt,tan,add,\sqrt{1.7} + \tan(7.6)
