price,review_time,rating,category,verified,brand,title,description,review_text,summary
17.99,2239.0,5.0,Humor & Entertainment > Humor,True,Visit Amazon's McMillian Moody Page,The Elmo Jenkins Trilogy,See below.,While reading the trilogy I was struck by the fact that I could have been one of the Old Guard that resisted change when our Church began it's journey to reach the next generation.,Outstanding Piece Of Work
15.99,2806.0,3.0,Literature & Fiction > Genre Fiction,False,Visit Amazon's Dorothea Benton Frank Page,All the Single Ladies: A Novel,"All the Single Ladies is vintage Dorothea Benton Frank --a funny, poignant read. (Liane Moriarty, #1 New York Times Bestselling author of BIG LITTLE LIES and THE HUSBAND'S SECRET)",Nice light easy fast read.,Three Stars
8.99,2173.0,3.0,History > Americas,True,Visit Amazon's Brian Kilmeade Page,George Washington's Secret Six: The Spy Ring That Saved the American Revolution,"""This is my kind of history book. Get ready. Here's the action.""",It was interesting on a purely local level. No further input or wording required. Go away and don't disturb me,George Washington's Secret Six
12.18,2538.0,4.0,Politics & Social Sciences > Social Sciences,True,Visit Amazon's William Least Heat-Moon Page,River-Horse: The Logbook of a Boat Across America,"""Heat-Moon's exuberant erudition propels the reader with historical vignettes, ecological and geological detail, and often hilarious encounters with local eccentrics."" --<b>Time</b>",If you read his travel by car in Blue Highways you will his point-of-view while traveling by boat.,River Traveler
12.99,2496.0,3.0,Literature & Fiction > Action & Adventure,True,Visit Amazon's Mark Dawson Page,Saint Death (John Milton Thrillers) (Volume 3),Mark Dawson works in the film industry.,I have read the entire Milton series and they are all great reads!!!!,... read the entire Milton series and they are all great reads!
9.15,1840.0,4.0,Literature & Fiction > Women's Fiction,True,Visit Amazon's Dorien Kelly Page,The Last Bride in Ballymuir,This book is immaculate! It's brand new!,It's a cute book and I would like to read more of her books.  I love Ireland and was happy to find a book that was set there.,cute
8.98,2497.0,3.0,Christian Books & Bibles > Literature & Fiction,True,Visit Amazon's Kristy Cambron Page,The Butterfly and the Violin (A Hidden Masterpiece Novel),"Nominee,<span>Best Inspirational Book</span><i>--</i><b><i></i>2014 RT Reviewers' Choice Awards</b>",The grim story of the violinist in the painting made the story of the art dealer mundane and trivial. One was inspirational the other ho-hum.,Waiting for the next flashback
15.99,2411.0,4.0,Literature & Fiction > Action & Adventure,True,Visit Amazon's Geraldine Brooks Page,PEOPLE OF THE BOOK,"Sm Quarto, , PP.371,",Well written and very interesting.,Four Stars
33.81,2203.0,4.0,Literature & Fiction > Genre Fiction,True,Visit Amazon's Michael Crichton Page,Micro,"Book by Crichton, Michael","I am a Michael Crichton fan and like the genre of the medical thriller. This was good but not the greatest.  Nevertheless, I enjoyed it and I am glad that I read it.",Micro novel
35.0,1804.0,4.0,Humor & Entertainment > Radio,True,Visit Amazon's J. R. R. Tolkien Page,Hobbit and Lord of the Rings Trilogy - Boxed Set of 4 Books,Box set of JRR Tolkien's incomparable classic,"Good book, but wish it had more drawings by Tolkien.  I bought one for me and one for a gift.",The Art of the Hobbit
13.99,2560.0,5.0,Literature & Fiction > Genre Fiction,True,Visit Amazon's Lara Hays Page,Oceanswept (The Oceanswept Trilogy) (Volume 1),"""...a romance with great scope and high-hearted drama."" - C.B. Pratt, author of the<i>Eno the Thracian </i>series",good read,Five Stars
18.99,2198.0,5.0,Literature & Fiction > Genre Fiction,True,Visit Amazon's Glynn James Page,"Arisen, Book Five - EXODUS",<i>ARISEN readers rave:</i><br />,"Love this series - strong charater development, great story line, unbelievable odds and the mighty Special Operations teams!!  Cannot wait for the next one...",Another winner!!
5.0,2502.0,5.0,Children's Books > Growing Up & Facts of Life,True,Visit Amazon's Suzanne Collins Page,The Hunger Games (Book 1),<b>Praise for <i>The Hunger Games</i></b>,"GREAT BOOKS, GREAT SERIES",Five Stars
8.08,2225.0,5.0,Literature & Fiction > Action & Adventure,True,Visit Amazon's Tom Clancy Page,Command Authority (Jack Ryan),"""[Clancy] has an uncanny feel for the intersection of real-world intelligence, terrorism, and fiction."" -<i>The Daily Beast</i>","Love Tom's writing.  I'll say more when I finish.  Sorry I'm so slow, lots of company. So far so good. (14 words? PIA.","So far, only 52% thru"
23.68,1960.0,5.0,Literature & Fiction > Genre Fiction,True,Visit Amazon's Heather Gudenkauf Page,These Things Hidden,1 POCKET SIZE SOFTCOVER BOOK,"Wow, just when I thought I had it all figured out, I turn the page and begin a deeper level of the book. Love her books!",Sad surprise
20.69,1805.0,5.0,"Mystery, Thriller & Suspense > Thrillers & Suspense",True,JAMES PATTERSON,"Merry Christmas, Alex Cross: (Alex Cross 19)",BOOKS,"Patterson has done it again! Fast paced story that keeps you on the edge of your seat. Alex Cross is
such a special character that captures you from page 1.",Great Book!
19.99,2474.0,5.0,Literature & Fiction > Contemporary,False,Visit Amazon's Laurel-Rain Snow Page,Miles to Go,"Laurel-Rain Snow grew up in California, where she received a bachelor's degree in psychology and a master's degree in counseling. As a social worker, she spent thirty years working with the foster care system and families in crisis. Now retired, she's the proud mother of four and grandmother of seven. She has previously published An Accidental Life, Chasing Stardust, and Embrace the Whirlwind.",Loved it.,Five Stars
15.97,1826.0,5.0,Biographies & Memoirs > Professionals & Academics,True,Visit Amazon's Anne Lamott Page,Some Assembly Required: A Journal of My Son's First Son,[Lamotts] crisp writing and self-deprecating honesty ring charmingly true.,This book should be required reading for all parents/grandparents. The range of feelings & emotions expressed so openly was so relatable to me as a new grandmother myself. I enjoyed it so much I gave a copy to my son for Christmas.,Should be required reading
21.99,2712.0,5.0,Christian Books & Bibles > Literature & Fiction,True,Visit Amazon's Jessica James Page,Shades of Gray: A Novel of the Civil War in Virginia,"<style type=""text/css"">P { margin-bottom: 0.08in; }A:link { }</style>",romantic in an old fashion way,Five Stars
18.53,2600.0,5.0,"Mystery, Thriller & Suspense > Thrillers & Suspense",True,Visit Amazon's Ward Larsen Page,Assassin's Game: A David Slaton Novel,A must-read for anyone looking for the next great assassin saga. <i>Kirkus Reviews</i>,Easy quick read with several interesting plots. Tajes only two days to read this because it's that entertains. I loved it.,great fast read.
32.36,1800.0,5.0,Books > Teen & Young Adult,True,Visit Amazon's Eoin Colfer Page,ARTEMIS FOWL - The Eternity Code,Unusual book,This book was the best one yet! Evil plans and great escapes are everywhere in this book. I would recommend this to everybody,Loved it
11.97,2753.0,5.0,"Crafts, Hobbies & Home > Home Improvement & Design",True,Visit Amazon's Cassey Ho Page,"Cassey Ho's Hot Body Year-Round: The POP Pilates Plan to Get Slim, Eat Clean, and Live Happy Through Every Season","""...Offers a gorgeously laid-out exercise and diet regimen that aligns with nature's calendar.""<br>   — <i>Publisher's Weekly</i>","I love the recipes and the workouts that are included. Train like a beast, look like a beauty!",Five Stars
15.5,2491.0,5.0,Christian Books & Bibles > Christian Living,True,Visit Amazon's Wayne Muller Page,Legacy of the Heart: The Spiritual Advantages of a  Painful Childhood,"In this gentle book, therapist Muller explains that the private place to which a traumatized child flees remains the adult's spiritual home. <br />Copyright 1992 Reed Business Information, Inc.",Awesome book.,Five Stars
8.9,1785.0,5.0,Literature & Fiction > Genre Fiction,True,Visit Amazon's Robert Louis Stevenson Page,Treasure Island (Penguin Classics),"""Over Treasure Island I let my fire die in winter without knowing I was freezing.""",An excellent book as expected and an interesting plot. I enjoyed the book as I expected I would and will keep it for another read in the future.,As good as expected.
14.8,2577.0,5.0,Christian Books & Bibles > Christian Living,True,Visit Amazon's Paul Thigpen Page,Manual for Spiritual Warfare,"Paul Thigpen, Ph.D., is the editor of TAN Books. An award-winning journalist and best-selling author, he has published forty-two books. His work has been translated into twelve languages and circulated worldwide.",great prayerbook,Five Stars
22.99,2194.0,5.0,"Cookbooks, Food & Wine > Cooking Methods",True,Visit Amazon's Eric Ripert Page,Avec Eric,"<span class=""h3color""> <strong> Fall into Cooking Featured Recipe: Roasted Pork Loin with Wild Mushrooms, Garlic, and Sage Pan Jus from Eric Riperts <em>Avec Eric</em> </strong> </span>","My husband is an avid fan of Anthony Bourdain, so I thought he would enjoy this book. He loves it! Highly recommended.",Hudband Loves It
11.99,1925.0,5.0,Romance > Contemporary,True,Visit Amazon's Shelly Crane Page,Wide Awake,"Book by Crane, Shelly",I hope their is a book two because this leaves me wanting more of mason and Emma. Amazing story. Love it. Hope we get to see more of this couple.,Amazing
7.99,2400.0,5.0,Children's Books > Growing Up & Facts of Life,True,Visit Amazon's Robin Pulver Page,Punctuation Takes a Vacation,"""Pulver's clever story moves along at a nice clip and makes its point without belaboring the matter...A lighthearted choice to be read independently or used to introduce a language-arts lesson.""",Love this book so much I had to buy another one,Five Stars
12.97,2017.0,5.0,Literature & Fiction > Genre Fiction,True,Visit Amazon's Greg Dinallo Page,The German Suitcase,<DIV><DIV>“A suspense pro.” —<I>Chicago Tribune</I></DIV></DIV>,This is one of the best books I have read involving the holocaust totally believable and readable. It shows that even out of the horror maybe there was some good. Even though it is a work of fiction it may have happened.,One of the best
11.99,2673.0,5.0,"Mystery, Thriller & Suspense > Thrillers & Suspense",True,Visit Amazon's Mark Polino Page,Death from Above (Lizard Wong) (Volume 1),Death from Above was a blast to write. It's surprisingly cathartic after a tough day to kill a bunch of people...on paper of course.<div></div><div></div>,Loved it!!,Five Stars
19.0,2649.0,4.0,"Health, Fitness & Dieting > Psychology & Counseling",True,Visit Amazon's Viktor E. Frankl Page,"Man's Search for Meaning: An Introduction to Logotherapy, Revised and Enlarged Edition",Man Search for Meaning,Interesting and enlightening approach to a very dark time in history.,Interesting and enlightening approach to a very dark time in ...
4.62,2261.0,5.0,Literature & Fiction > Women's Fiction,True,mofina-rick,Six Seconds,Unusual book,"Our world is getting increasingly smaller.  International events can be controlled with a keystroke on the opposite side of the world.  Seemingly unrelated events can  become a global tragedy in an instant.  Terrorism can happen anytime, anywhere.  This is a chilling reminder of what could happen.",Six Seconds
20.88,2599.0,5.0,Literature & Fiction > Action & Adventure,True,Visit Amazon's James Rollins Page,Deep Fathom,"James Rollins is a very refreshing author. I do not even really like books that are classified as thrillers, but I think everyone should read Rollins. -- The Written World",Loved it.  A real page turner.  Highly recommend this book for just sheer enjoyment.  It was so good....think I'll read it again,thrilling
6.99,1927.0,3.0,Literature & Fiction > Erotica,True,Visit Amazon's Johanna Lindsey Page,Hearts Aflame (Haardrad Family),"""A DREAMSPINNER EXTRAORDINAIRE"".",This novel was obviously written years ago and Johanna Lindsey's later books show great improvement. Unfortunately Amazon has been selling a lot of old time books but they should note them as such and price them better.,Old time writing
3.09,2057.0,5.0,"Mystery, Thriller & Suspense > Thrillers & Suspense",False,Visit Amazon's Marcus Sakey Page,Brilliance (The Brilliance Trilogy),"Marcus Sakey is the author of four novels, three of which are in development as feature films. He has been nominated for or won an Anthony, Barry, Macavity, and ITW Thriller Award.",Subject matter and story line kept me riveted.  I look forward to his next book on this subject & story,Fascinating Subject
16.99,2442.0,3.0,Science Fiction & Fantasy > Science Fiction,True,Visit Amazon's Richard C Hale Page,Near Death,"Richard C Hale has worn many hats in his lifetime including Greens Keeper, Bartender, Musician, Respiratory Therapist, and Veteran Air Traffic Controller. You can usually find him controlling Air Traffic over the skies of the Southeastern U.S. where he lives with his wife and children.",It gets scary as one considers what can be going on that we have no knowledge concerning The other side.,scary but interesting
8.5,1910.0,3.0,Biographies & Memoirs > Arts & Literature,False,Visit Amazon's Ali Wentworth Page,Ali in Wonderland: And Other Tall Tales,Unusual book,"While I enjoyed reading about Ali Wentworth's life, I found it a little chaotic.  She jumps from one phase to another without any obvious thought.
Fun and funny read even if disjointed.",Quite the character
16.13,2441.0,5.0,"Cookbooks, Food & Wine > Regional & International",True,Visit Amazon's Ian Knauer Page,The Farm: Rustic Recipes for a Year of Incredible Food,"<span class=""h1""><strong>Sample Recipe from <em>The Farm</em>: Spicy Cilantro Chicken Wings</strong></span>","After watching this chef on PBS, I now have the collection of recipes.  They are a new twist on eating.",I love it!  Ever since I watched d the show on PBS I had to get the cookbook.
12.11,2706.0,5.0,Christian Books & Bibles > Literature & Fiction,True,Visit Amazon's Tracie Peterson Page,"Dawn's Prelude (Song of Alaska Series, Book 1)","Continue the adventure with the second book in the Song of Alaska series, Morning's Refrain","I enjoyed reading this book. The journey to understand God and His ways when our world stops making sense is a challenge, but this book book was rich in growing to trust God and faith.",Enjoyable!
9.99,2232.0,5.0,Literature & Fiction > Genre Fiction,True,Visit Amazon's Katie Ashley Page,Don't Hate the Player...Hate the Game,USA Today Best-seller,"Don't Hate the Player... Hate the Game is the first book by Katie Ashley that I have read.  I loved this story.  It is sad, beautiful, heart-breaking, inspiring and heart-warming.  Well done!",Don't Hate the Player...
16.88,2567.0,5.0,"Cookbooks, Food & Wine > Baking",True,Visit Amazon's Dani Cone Page,"Cutie Pies: 40 Sweet, Savory, and Adorable Recipes","Barista and businesswoman Dani Cone is the founder and owner of three Fuel Coffee locations in Seattle, Washington, as well as High 5 Pie, where she developed her signature Cutie Pies, Flipsides, Piejars, and other tiny tasty pastries. www.high5pie.com",very nice recipes,Five Stars
5.99,1731.0,5.0,Romance > Historical,True,Visit Amazon's Maya Banks Page,Never Love a Highlander (The Highlanders),Maya Banks is a bright new star in Scottish romance.Monica McCarty,This a book that I reread from time to time as I love it so much. Both the H and h are wonderful and full of character. The story is interesting and gripping.,One of my all time favourite books
11.99,2753.0,1.0,Christian Books & Bibles > Literature & Fiction,True,Visit Amazon's Cherise Kelley Page,Dog Aliens 1:  Raffle's Name,"""...an alien version of Beverly Hills Chihuahua vs. Air Bud...""<br>Virginia<br /><br />""I love the tone the author uses from the dog point of view. I was giggling...""<br>Jenny Z","Fanciful tale, but incomplete. You have to purchase at least two more books to find out the whole story. :-(",Leader
5.0,2402.0,5.0,Literature & Fiction > United States,True,Visit Amazon's Diana Palmer Page,"The Maverick (Long, Tall Texans)","The prolific author of more than one hundred books, Diana Palmer got her start as a newspaper reporter. A New York Times bestselling author and voted one of the top ten romance writers in America, she has a gift for telling the most sensual tales with charm and humor. Diana lives with her family in Cornelia, Georgia.",good,Five Stars
26.57,2553.0,4.0,History > Americas,True,Visit Amazon's Martin Middlebrook Page,The Falklands War,"Martin Middlebrook has written numerous works of military history, including the classic The First Day on the Somme (978-1-84415-465-4). He lives in England. --This text refers to the Paperback edition.","An excellent and highly readable book on this anomalous and bloody little war between two civilized, Western states.","""Two bald men fighting about a comb"""
14.46,1751.0,5.0,Christian Books & Bibles > Christian Living,True,Dr. Felicity Kelcourse,"Human Development and Faith: Life-Cycle Stages of Body, Mind, and Soul",<b>Felicity Kelcourse</b> is Associate Professor of Pastoral Care and Counseling and Director of the Doctor of Ministry program at Christian Theological Seminary.,The book was in good condition and the content was resourceful. The collection was about the pastoral teaching and case studies about changes.,Human development and faith.
8.9,2891.0,5.0,Literature & Fiction > Genre Fiction,True,Visit Amazon's Robert Louis Stevenson Page,Treasure Island (Penguin Classics),"""Over Treasure Island I let my fire die in winter without knowing I was freezing.""",Good,Five Stars
16.0,2067.0,5.0,Literature & Fiction > United States,True,Visit Amazon's Catherine Coulter Page,Afterglow (Contemporary Romance),"""Catherine Coulter delivers."" -- <i>Minneapolis Star Tribune</i><br /><br />""Catherine Coulter has created some of the most memorable characters in romance."" -- <i>Atlanta Journal-Constitution</i>",This book really gets the good guy to keep on his toes and delivers a punch at the end also  I have to say I loved the romantic ending,Great Book full of suspence
14.99,2530.0,4.0,Literature & Fiction > Genre Fiction,True,Visit Amazon's Margaret Mallory Page,Captured by a Laird (The Douglas Legacy),<span>CAPTURED BY A LAIRD will soon be available as a downloadable audiobook from amazon's audible.com. </span>,Great story and interesting storyline.,Four Stars
10.38,2397.0,4.0,Arts & Photography > Photography & Video,True,Visit Amazon's Jeffrey Gusky Page,Silent Places: Landscapes of Jewish Life and Loss in Eastern Europe,Jeff Gusky is an emergency room physician.,thanks,Four Stars
1.4,2500.0,5.0,Literature & Fiction > Women's Fiction,True,Visit Amazon's Leann Sweeney Page,Pushing Up Bluebonnets (Yellow Rose Mysteries),"""The most likable sleuth to come along in years.""<b> -Rick Riordan<br></b>",lot's of good reading,Five Stars
12.25,2194.0,5.0,Business & Money > Job Hunting & Careers,True,Visit Amazon's Napoleon Hill Page,Think and Grow Rich,"BRAND NEW, Exactly same ISBN as listed, Please double check ISBN carefully before ordering.","A classic, must read!  I would recommend this as a mindset-shifting tool for anyone serious about self-improvement, awareness and business growth.",A Must Read!
12.99,2755.0,4.0,Literature & Fiction > Mythology & Folk Tales,True,Visit Amazon's Barbra Annino Page,The Bitches of Everafter: A fairy tale (The Everafter Trilogy) (Volume 1),Book 2 - Coming Soon!,"Quick read, quite entertaining.  Fairly well written.  This is the first book and ends in a cliffhanger.  Hopefully a second book will resolve the predicament/","Quick, entertaining read"
13.7,2561.0,4.0,Politics & Social Sciences > Politics & Government,True,Ishmsl Bsh,"A Long Way Gone Memoirs of a Boy Soldier (Paperback, 2008)","A Long Way Gone: Memoirs of a Boy Soldier by Ishmael Beah. Farrar, Straus & Giroux,2008",A very moving tale of a young man & what he has to do to survive.,Four Stars
14.79,2283.0,1.0,"Mystery, Thriller & Suspense > Thrillers & Suspense",True,Visit Amazon's James Patterson Page,Zoo (Zoo Series),Zoo,The book was purely science fiction with an impossible hypothesis.  I don't recommend it to anyone who enjoys a good suspense/mystery novel.  Never so happy to get to the end of a book.,Poorly constructed science fiction.
17.0,2700.0,5.0,Literature & Fiction > Women's Fiction,True,Visit Amazon's Nora Roberts Page,Inner Harbor (Chesapeake Bay Saga),"""America's favorite writer.""—<i>The New Yorker</i><br><br>""With bright dialogue and lots of heart, Roberts provides a safe harbor for Phillip...and for her many fans.""—<i>Publishers Weekly</i>",As promised. Good book. Fast delivery.,Good book. Fast delivery
14.0,2553.0,5.0,Religion & Spirituality > Buddhism,True,Visit Amazon's Bodhidharma Page,The Zen Teaching of Bodhidharma (English and Chinese Edition),"Text: Chinese, English",Excellent !!!,Excellent !!!
13.72,2662.0,5.0,Reference > Foreign Language Study & Reference,True,Visit Amazon's ShaoLan Hsueh Page,Chineasy: The New Way to Read Chinese,"These cute images make reading Chinese characters Chineasy. (NPR's ""Code Switch"" Blog)<br /><br />In her delightful book...Hsueh offers an inspired approach to learning more than 400 Chinese characters. (San Francisco Chronicle Blog)",a must have for anyone learning Chinese or visiting China!,MUST HAVE
14.6,2097.0,5.0,Romance > Paranormal,True,Visit Amazon's Christine Feehan Page,Dark Lycan: Number 24 in series ('Dark' Carpathian),Dark Lycan,"Christine at her best. Absolutely loved loved loved this story! Need more, can't wait for Dimitri -bring it on soon!!",awesome!!!
8.04,2610.0,5.0,Science Fiction & Fantasy > Fantasy,True,Visit Amazon's Diana Gabaldon Page,A Breath Of Snow And Ashes,First printing.,This is the continuation of a really great tale.  I especially like this part of the story.,Five Stars
13.15,2508.0,5.0,Science Fiction & Fantasy > Science Fiction,True,Visit Amazon's Paolo Bacigalupi Page,The Windup Girl,Windup Girl,This book is flawless.,Flawless
3.99,2220.0,4.0,Children's Books > Literature & Fiction,True,Visit Amazon's Alexa Andrews Page,"On a Farm (Penguin Young Readers, Level 1)","Alexa Andrews is the author of assorted Penguin Young Readers, including <i>Cat Days</i>. She lives in Brooklyn, New York.","My daughter loved it, and I appreciate anything that gets her excited about books. She loved the pictures, and reading it on my Kindle.",4 year old loved it.
5.38,2559.0,5.0,Business & Money > Management & Leadership,True,Frank bettger,How I Raised Myself from Failure to Success in Selling,Great book if your into selling. Lots of pointers and hints to selling.,I know I've found a personal classic when at the end of the book I want to read it again and again and I want to buy copies for everyone I know.,personal classic for anyone!
15.99,2836.0,5.0,"Mystery, Thriller & Suspense > Mystery",False,Visit Amazon's Christopher Greyson Page,Jack and the Giant Killer (Jack Stratton Mystery),"<span>Please visit ChristopherGreyson.com to get to know</span><i>Wall Street Journal</i><span>bestselling author Christopher Greyson. Learn more about your favorite characters, giveaways, and updates on new releases.</span>",Good suspense and mystery,A good read
7.99,1991.0,4.0,Books > Literature & Fiction,True,Visit Amazon's Daniel Friedland Page,Down Aisle Ten,"<span>""A darkly funny take on modern anxieties.""</span>","Amusing story with commentary on the effectiveness of government, anguish of mental illness and benefit of perspective.  Enjoyable humor, not laugh out loud funny.",Clean-up in aisle 10
9.24,2509.0,4.0,Literature & Fiction > United States,True,Visit Amazon's Abbi Glines Page,One More Chance: A Rosemary Beach Novel (The Rosemary Beach Series),"Only Abbi Glines can pull off a heart-wrenching love story like this. (Tammara Webber, New York Times bestselling author)",Loved it!,Four Stars
17.99,2140.0,2.0,Literature & Fiction > Classics,True,Mary Shelley,The Last Man,"Morton D. Paley is Professor of English at the University of California, Berkeley. He is co-editor of Blake: An Illustrated Quarterly.",One of the most boring novels I ever read. The only interesting element of the story is that it gives you a glimpse into Mary Shelly's relationship with Percy Shelly and Lord Byron. The story clearly reflects her grief after these men were gone.,Rather Boring
6.29,2167.0,5.0,Children's Books > Literature & Fiction,True,Visit Amazon's Ann Rinaldi Page,Time Enough for Drums,"PW called this novel set during the American Revolution a ""well-plotted historical romance."" Ages 12-up. (May) <BR>Copyright 2000 Reed Business Information, Inc.",I love this story of the war. A class story with a lot of twists and turns. Filled with suspense.,Time Enough for Drums
5.64,2539.0,1.0,Politics & Social Sciences > Philosophy,True,Lobsang Rampa,You - Forever,non-fiction,Can't see what the fuss is about this book. Complete waste of time and money.  If you a so curious get it from the library.,Just Awful
28.84,2089.0,5.0,"Cookbooks, Food & Wine > Regional & International",True,Visit Amazon's Trisha Yearwood Page,Home Cooking with Trisha Yearwood: Stories and Recipes to Share with Family and Friends,"<span class=""h1""><strong>Recipe from <em>Home Cooking with Trisha Yearwood</em>: Chicken Pizza</strong></span>",Great book...feel as if I am part of Trish;as family...want to send her some of my family recipes along with stories,Great Recipes for all
7.49,2697.0,5.0,Literature & Fiction > Erotica,True,Visit Amazon's Brenda Joyce Page,Firestorm (The Bragg Saga),"""""Firestorm sizzles, smolders and erupts with sensuality...a fabulous read."" -- ""Romantic Times""",great,Five Stars
7.95,2824.0,5.0,Science Fiction & Fantasy > Fantasy,False,Visit Amazon's Diana Gabaldon Page,Drums of Autumn,Like New!!!,Wonderful!!,Five Stars
8.99,2594.0,5.0,Christian Books & Bibles > Literature & Fiction,True,Visit Amazon's Anne Patrick Page,Reservations for Two,Updated and revised June 2014,This was a great read.  Enjoyed the different characters and the way they interact with each other.  Happy ending I like.,Top notch book
29.07,2608.0,5.0,Science Fiction & Fantasy > Fantasy,True,Visit Amazon's George R.R. Martin Page,A Dance with Dragons,Dance with the Dragons book,Great book in the continuing series.  So many cliffhangers at conclusion.  Can't wait fro the next in the series.,Five Stars
71.44,2873.0,4.0,Literature & Fiction > British & Irish,True,Visit Amazon's Robert Graves Page,Claudius The God,"Men classed Claudius as a pitiful fool. Reluctantly launched into the purple, he emerges as a man who erred on the side of good nature and credulity.",Very good and revealing,Very excellent
14.92,2316.0,5.0,Literature & Fiction > Genre Fiction,True,Visit Amazon's Mark Tufo Page,Zombie Fallout 4: The End Has Come and Gone,"""Mark Tufo is one of those writers whose stories are elevated beyond the usual."" ---John Ramsey Miller, author of The Last Family","Awesome read, loved it. Great escape.  Story telling genius.  Love the adult humor and snarky remarks.  All said in a Boston accent.",Great book
8.32,1954.0,5.0,Biographies & Memoirs > Memoirs,True,Visit Amazon's J.R. Martinez Page,"Full of Heart: My Story of Survival, Strength, and Spirit","After being injured in Iraq, J.R. Martinez became a motivational speaker, soap star, and winner of season thirteen of <em>Dancing With the Stars</em>. Martinez lives in LA.","I didn't read it, so my review is second-hand, but the person for whom I bought it said it was very good.",Bought this as a gift
1.99,1850.0,4.0,Literature & Fiction > Humor & Satire,True,Visit Amazon's Claire Cross Page,Double Trouble,Claire Cross writes medieval romances for Dell under the name Claire Delacroix.,It was wonderful and hard to put down. I can't wait to read more of this author's books.  I would recommend to all.,Double Trouble
23.45,2054.0,5.0,Literature & Fiction > United States,True,Visit Amazon's Rachel Lee Page,Rocky Mountain Lawman,"Rachel Lee was hooked on writing by the age of twelve, and practiced her craft as she moved from place to place all over the United States. This New York Times bestselling author now resides in Florida and has the joy of writing full-time.",Loved it this was a really great nook but all of The books by Rachel are loved it waiting for next,Rocky Mountain lawman
12.2,2607.0,5.0,Romance > Paranormal,True,Visit Amazon's S.L. Jennings Page,Light Shadows (The Dark Light Series) (Volume 3),"S.L. Jennings is a New York Times & USA Today bestselling author of contemporary and paranormal romance, reality TV junkie, obsessive coffee drinker and collector of crazy.",Great Book!!  Loved it,Great Book
8.96,2801.0,5.0,Self-Help > Relationships,True,Visit Amazon's Janet Geringer Woititz Page,Struggle for Intimacy (Adult Children of Alcoholics series),"Janet Geringer Woititz, Ed.D., is the founder and President of the Institute for Counseling and Training in West Caldwell, NJ, which specialized in working with dysfunctional families and individuals.","Being the one who loves an ACoA, life has been so up and down! This hits the nail on the head!! I darn near highlighted the entire book!!",So insightful!!
19.99,228.0,5.0,Christian Books & Bibles > Literature & Fiction,True,Visit Amazon's Beverly Lewis Page,"The Forbidden (The Courtship of Nellie Fisher, Book 2)","""Lewis' readers can't get enough of her tales about Amish life, and this latest insatallment won't disappoint."" -- <i>Publishers Weekly</i>",I enjoy Beverly Lewis books about the amish as much as I do Wanda Brunstetter. They are such wonderful books. Makes me want to visit the amish communities. Recommend highly.,The Forbidden
16.99,1867.0,5.0,Children's Books > Growing Up & Facts of Life,False,Visit Amazon's Garth Nix Page,Troubletwisters Book 2: The Monster,<b>Praise for the Troubletwisters series</b>,"Secret Secrets, you never know the truth till the end and it takes forever I LOVE this book so much!!  Good reads you rarely find one this Is one of those times",Best book ever
15.05,2663.0,3.0,Literature & Fiction > Genre Fiction,True,Visit Amazon's Diana Gabaldon Page,An Echo in the Bone: A Novel (Outlander),"“All you’ve come to expect from Gabaldon . . . adventure, history, romance, fantasy.”<br>—<i>The Arizona Republic<br></i>","Very, very slow to start. They first one of her books I didn't read straight through. It finally picked up there last one third. However; am looking forward to them next.",Disappointing
14.99,2499.0,5.0,Science Fiction & Fantasy > Science Fiction,True,Visit Amazon's Mary E. Twomey Page,The Way (Volumes of the Vemreaux),"""<span>If you enjoy dystopian fantasy and romance, this is for you.""</span><div><span>-Borderkellie, Amazon Reviewer</span></div>","Loved the characters in all three books; sorry to see it end  Very believable & I cared about each one go them & their world,",Loved the characters in all three books
16.35,2445.0,5.0,Business & Money > Business Culture,True,Visit Amazon's Hugh MacLeod Page,Ignore Everybody: And 39 Other Keys to Creativity,"""William Dufris reads with humor and liveliness as he shares the author's argument for creativity in a complicated world and steps for personal creativity."" ---AudioFile",Great!,Five Stars
21.75,1961.0,5.0,Children's Books > Growing Up & Facts of Life,True,Jack Canfield,Chicken Soup for the Child's Soul: Character-Building Stories to Read with Kids Ages 5 through 8 (Chicken Soup for the Soul),Jack Canfield and Mark Victor Hansen are the co-creators of the bestselling Chicken Soup for the Soul series.,I loved the stories. Some were shocking and some touched my soul as if they knew myself and my daughter.,Great Reading Material
13.99,2527.0,5.0,Christian Books & Bibles > Literature & Fiction,True,Visit Amazon's Kristine McCord Page,The Santa Society,"""I know it's crazy, but this story is one that gives me hope in humanity, faith that miracles happen, and that hope/wish/prayer that makes me want to believe in the spirit of Christmas once again."" -Kara Cheney (Goodreads review)<br /><br />",I enjoyed this book. It read smoothing and didn't drag. I would read other books if this author wrote them.,New Santa
7.7,2195.0,5.0,Christian Books & Bibles > Christian Living,True,Visit Amazon's DeVon Franklin Page,Produced by Faith: Enjoy Real Success without Losing Your True Self,<b></b>,"I thoroughly enjoyed this encouraging and uplifting book.
You can live a vibrant and successful Christian life, wherever God puts you, and you can be open and up front about your faith.
Thank you DeVon for a powerful book.

Oli Hille - Author of ""Creating the Perfect Lifestyle""",Terrific Faith Based Book
